chromosome,start,end,population,avg_tmrca_myr,genes,gene_biotypes,descriptions,feature_annotation
chr7_pat_hsa8,17520000,17521000,Bonobo,9.556039562140434,LOC134730951,lncRNA,uncharacterized LOC134730951,.
chr13_mat_hsa2b,135020000,135021000,Bonobo,9.55591345626763,LOC117979481,protein_coding,alkaline phosphatase%2C germ cell type,"L2a#LINE/L2,SEDEF_SD"
chr6_mat_hsa7,10852000,10853000,Bonobo,9.555693415582006,LOC100976634,protein_coding,vacuolar fusion protein CCZ1 homolog B,"SEDEF_SD,TR"
chr6_mat_hsa7,5080000,5081000,Bonobo,9.555609093297004,.,,,TR
chr7_pat_hsa8,23483000,23484000,Bonobo,9.553895390731787,.,,,SEDEF_SD
chr5_pat_hsa6,86953000,86954000,Bonobo,9.553440510193482,.,,,.
chr6_mat_hsa7,58295000,58296000,Bonobo,9.55281634270289,.,,,TR
chr12_mat_hsa2a,48387000,48388000,Bonobo,9.552748854585698,.,,,"LTR7B#LTR/ERV1,TR"
chr22_pat_hsa21,13419000,13420000,Bonobo,9.552415515069594,.,,,TR
chr17_mat_hsa18,47023000,47024000,Bonobo,9.552371969296834,.,,,"L1MA9#LINE/L1,L1P3#LINE/L1,L1PA10#LINE/L1,L1PA15#LINE/L1,L1PA8#LINE/L1,TR"
chr1_pat_hsa1,205556000,205557000,Bonobo,9.552059012767936,.,,,"AluSx#SINE/Alu,L1MEc#LINE/L1,PRIMA41-int#LTR/ERV1,SEDEF_SD"
chr22_pat_hsa21,19229000,19230000,Bonobo,9.549893685749716,.,,,.
chr11_mat_hsa9,1937000,1938000,Bonobo,9.548898341765335,NSMF,protein_coding,NMDA receptor synaptonuclear signaling and neuronal migration factor,L1M5#LINE/L1
chr6_mat_hsa7,39263000,39264000,Bonobo,9.54857184202156,.,,,TR
chr2_mat_hsa3,379000,380000,Bonobo,9.548496693504672,CHL1,protein_coding,cell adhesion molecule L1 like,TR
chr14_pat_hsa13,113395000,113396000,Bonobo,9.548115321367112,SOX1,protein_coding,SRY-box transcription factor 1,"L1MEg#LINE/L1,MamRTE1#LINE/RTE-BovB,MER89#LTR/ERV1"
chr9_pat_hsa11,2311000,2312000,Bonobo,9.548001161035723,.,,,"SEDEF_SD,TR"
chr7_pat_hsa8,65445000,65446000,Bonobo,9.547713199377348,.,,,TR
chr3_pat_hsa4,160141000,160142000,Bonobo,9.547442228053445,.,,,.
chr3_pat_hsa4,13149000,13150000,Bonobo,9.547392501437587,.,,,TR
chr5_pat_hsa6,84225000,84226000,Bonobo,9.547074384680942,LOC117978454,protein_coding,protein eyes shut homolog,SEDEF_SD
chr7_pat_hsa8,21794000,21795000,Bonobo,9.547016991036847,.,,,SEDEF_SD
chr17_mat_hsa18,93634000,93635000,Bonobo,9.545701458365748,.,,,"CR1-3_Croc#LINE/CR1,L1MC4a#LINE/L1,L1ME1#LINE/L1,L2#LINE/L2,TR"
chr21_mat_hsa20,6352000,6353000,Bonobo,9.545651771465131,.,,,.
chr9_pat_hsa11,5803000,5804000,Bonobo,9.545010241448693,.,,,SEDEF_SD
chr9_pat_hsa11,130244000,130245000,Bonobo,9.544920746514325,.,,,TR
chr16_pat_hsa15,12094000,12095000,Bonobo,9.544622848802424,.,,,"(TTA)n#Simple_repeat,AluJb#SINE/Alu,AluSx#SINE/Alu,L1MC5a#LINE/L1,L1MEf#LINE/L1,SEDEF_SD,TR"
chr5_pat_hsa6,8644000,8645000,Bonobo,9.54407624268888,.,,,TR
chr3_pat_hsa4,9424000,9425000,Bonobo,9.543944366107414,LOC134730254,protein_coding,brahma-associated protein of 60 kDa-like,SEDEF_SD
chr11_mat_hsa9,1026000,1027000,Bonobo,9.543874333046741,"LOC117978220,LOC117978219",protein_coding;protein_coding,phosphoglucomutase-like protein 5;alpha/beta hydrolase domain-containing protein 17A-like,"L1M4c#LINE/L1,L1MC5a#LINE/L1,MER33#DNA/hAT-Charlie,SEDEF_SD,TR"
chr1_pat_hsa1,214461000,214462000,Bonobo,9.543549684027438,.,,,"SEDEF_SD,TR"
chr10_mat_hsa12,94629000,94630000,Bonobo,9.54319958578645,MGAT4C,protein_coding,MGAT4 family member C,"L1ME3G#LINE/L1,L1PA3#LINE/L1"
chr20_pat_hsa19,59627000,59628000,Bonobo,9.542598493574932,.,,,TR
chr5_pat_hsa6,87892000,87893000,Bonobo,9.54199578325595,.,,,.
chr9_pat_hsa11,28035000,28036000,Bonobo,9.541934999511977,.,,,TR
chr8_mat_hsa10,146138000,146139000,Bonobo,9.540997991081031,LOC117978247,lncRNA,uncharacterized LOC117978247,"SEDEF_SD,TR"
chr6_mat_hsa7,181256000,181257000,Bonobo,9.54072483023026,TPK1,protein_coding,thiamin pyrophosphokinase 1,.
chr8_mat_hsa10,77421000,77422000,Bonobo,9.539611632711813,.,,,.
chr7_pat_hsa8,21299000,21300000,Bonobo,9.539442745969966,"MCPH1,ANGPT2",protein_coding;protein_coding,microcephalin 1;angiopoietin 2,TR
chr3_pat_hsa4,140514000,140515000,Bonobo,9.539264081559471,INPP4B,protein_coding,inositol polyphosphate-4-phosphatase type II B,.
chr7_pat_hsa8,24883000,24884000,Bonobo,9.53819932098908,.,,,.
chr5_pat_hsa6,82604000,82605000,Bonobo,9.53816014061456,LOC117978267,protein_coding,protein eyes shut homolog,"SEDEF_SD,TR"
chr7_pat_hsa8,29158000,29159000,Bonobo,9.537572997225565,.,,,SEDEF_SD
chr3_pat_hsa4,65437000,65438000,Bonobo,9.536234332046742,.,,,TR
chr3_pat_hsa4,69327000,69328000,Bonobo,9.535908932405983,.,,,.
chr12_mat_hsa2a,91275000,91276000,Bonobo,9.535634951184655,.,,,"L1MEc#LINE/L1,L1PB4#LINE/L1,Tigger16a#DNA/TcMar-Tigger,TR"
chr17_mat_hsa18,86909000,86910000,Bonobo,9.534660981480737,.,,,"L1ME1#LINE/L1,L1MEf#LINE/L1,L2#LINE/L2,TR"
chr7_pat_hsa8,75546000,75547000,Bonobo,9.534655644854485,.,,,TR
chr5_pat_hsa6,84646000,84647000,Bonobo,9.534498736143753,.,,,SEDEF_SD
chr7_pat_hsa8,22647000,22648000,Bonobo,9.533256898557516,.,,,SEDEF_SD
chr7_pat_hsa8,27427000,27428000,Bonobo,9.53315998554363,XKR6,protein_coding,XK related 6,.
chr5_pat_hsa6,127860000,127861000,Bonobo,9.533030953911016,.,,,.
chr23_pat_hsa22,64947000,64948000,Bonobo,9.533013396427423,.,,,"SEDEF_SD,TR"
chr21_mat_hsa20,860000,861000,Bonobo,9.532745313294896,LOC129394899,protein_coding,phosphoglucomutase-like protein 5,"SEDEF_SD,TR"
chr7_pat_hsa8,23619000,23620000,Bonobo,9.532525074032431,.,,,"SEDEF_SD,TR"
chr6_mat_hsa7,86777000,86778000,Bonobo,9.532443410569826,.,,,TR
chr1_pat_hsa1,349000,350000,Bonobo,9.532233309179153,.,,,"(ATT)n#Simple_repeat,L1MA1#LINE/L1,L1MB4#LINE/L1,L1PA15#LINE/L1,L1PA16#LINE/L1,LOR1-int#LTR/ERV1,MER4D#LTR/ERV1,SEDEF_SD,TR"
chr5_pat_hsa6,188337000,188338000,Bonobo,9.532184119019737,.,,,TR
chr5_pat_hsa6,82490000,82491000,Bonobo,9.531561505036285,LOC117978267,protein_coding,protein eyes shut homolog,SEDEF_SD
chr19_pat_hsa17,96424000,96425000,Bonobo,9.53144229517095,LOC134729470,lncRNA,uncharacterized LOC134729470,"AluSx#SINE/Alu,MLT1A0#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr7_pat_hsa8,23701000,23702000,Bonobo,9.53065376862698,.,,,SEDEF_SD
chr3_pat_hsa4,39072000,39073000,Bonobo,9.53063871751675,FAM114A1,protein_coding,family with sequence similarity 114 member A1,TR
chr7_pat_hsa8,104363000,104364000,Bonobo,9.529648925433385,CNBD1,protein_coding,cyclic nucleotide binding domain containing 1,TR
chr5_pat_hsa6,140606000,140607000,Bonobo,9.529520334336,.,,,.
chr6_mat_hsa7,19449000,19450000,Bonobo,9.528765069058942,DGKB,protein_coding,diacylglycerol kinase beta,TR
chr13_mat_hsa2b,143625000,143626000,Bonobo,9.528431915973304,CROCC2,protein_coding,ciliary rootlet coiled-coil%2C rootletin family member 2,"L1ME2#LINE/L1,L1PB#LINE/L1,MER5A#DNA/hAT-Charlie,TR"
chr3_pat_hsa4,70918000,70919000,Bonobo,9.528158350505175,.,,,.
chr3_pat_hsa4,1814000,1815000,Bonobo,9.527007993497122,.,,,TR
chr7_pat_hsa8,22382000,22383000,Bonobo,9.526136550664281,LOC129395909,protein_coding,uncharacterized LOC129395909,"SEDEF_SD,TR"
chr7_pat_hsa8,23932000,23933000,Bonobo,9.52604663144848,LOC129392922,protein_coding,sperm-associated antigen 11A-like,SEDEF_SD
chr22_pat_hsa21,44602000,44603000,Bonobo,9.525972824861746,.,,,TR
chr16_pat_hsa15,36000,37000,Bonobo,9.525880310688638,.,,,"(GA)n#Simple_repeat,(TG)n#Simple_repeat,AluSx1#SINE/Alu,L1M5#LINE/L1,L1MB2#LINE/L1,L1MC1#LINE/L1,L1ME3B#LINE/L1,MLT1A#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr19_pat_hsa17,96512000,96513000,Bonobo,9.52587776921786,.,,,"AluSp#SINE/Alu,AluY#SINE/Alu,L1MB5#LINE/L1,LTR39-int#LTR/ERV1,MER49#LTR/ERV1,MER4D#LTR/ERV1,SEDEF_SD,TR"
chr5_pat_hsa6,84114000,84115000,Bonobo,9.525160486210527,.,,,SEDEF_SD
chr7_pat_hsa8,24029000,24030000,Bonobo,9.524455462082578,LOC129395867,protein_coding,protein FAM90A15-like,"SEDEF_SD,TR"
chr1_pat_hsa1,214468000,214469000,Bonobo,9.52418097984094,.,,,SEDEF_SD
chr8_mat_hsa10,65020000,65021000,Bonobo,9.523874033212515,.,,,TR
chr2_mat_hsa3,94931000,94932000,Bonobo,9.523360869464165,EPHA6,protein_coding,EPH receptor A6,TR
chr12_mat_hsa2a,123495000,123496000,Bonobo,9.523303539086761,.,,,"L1MA5#LINE/L1,L1MC4#LINE/L1,L1ME3Cz#LINE/L1,L1PA7#LINE/L1,MADE1#DNA/TcMar-Mariner"
chr10_mat_hsa12,5262000,5263000,Bonobo,9.52330004560343,.,,,"L1M3#LINE/L1,L1ME4b#LINE/L1,L1PA17#LINE/L1,MER94#DNA/hAT-Blackjack,MIRb#SINE/MIR,MLT1O#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr3_pat_hsa4,161889000,161890000,Bonobo,9.522021047413796,MARCHF1,protein_coding,membrane associated ring-CH-type finger 1,.
chr4_mat_hsa5,175412000,175413000,Bonobo,9.521983629433151,.,,,TR
chr1_pat_hsa1,105159000,105160000,Bonobo,9.52144711455658,.,,,"L1MD#LINE/L1,LTR71B#LTR/ERV1,SEDEF_SD,TR"
chr2_mat_hsa3,193505000,193506000,Bonobo,9.52120016044313,.,,,.
chr20_pat_hsa19,8691000,8692000,Bonobo,9.521005004187687,TMIGD2,protein_coding,transmembrane and immunoglobulin domain containing 2,TR
chr12_mat_hsa2a,91558000,91559000,Bonobo,9.520817892121139,.,,,"ERV3-16A3_I#LTR/ERVL,L1MA9#LINE/L1,L1ME1#LINE/L1,TR"
chr6_mat_hsa7,4841000,4842000,Bonobo,9.520694141905686,.,,,"SEDEF_SD,TR"
chr21_mat_hsa20,17589000,17590000,Bonobo,9.520625884899687,.,,,TR
chr8_mat_hsa10,143138000,143139000,Bonobo,9.520389687213708,TCERG1L,protein_coding,transcription elongation regulator 1 like,TR
chr3_pat_hsa4,63392000,63393000,Bonobo,9.520075842077762,.,,,TR
chr5_pat_hsa6,79543000,79544000,Bonobo,9.519781179877397,LOC100974207,protein_coding,eyes shut homolog,SEDEF_SD
chr1_pat_hsa1,211994000,211995000,Bonobo,9.519651150619758,KAZN,protein_coding,kazrin%2C periplakin interacting protein,TR
chr1_pat_hsa1,215010000,215011000,Bonobo,9.518109032760488,LOC134728973,protein_coding,PRAME family member 11-like,SEDEF_SD
chr10_mat_hsa12,134228000,134229000,Bonobo,9.517732450088664,.,,,"AluSx4#SINE/Alu,L1MC3#LINE/L1,L1MD3#LINE/L1,L2d2#LINE/L2,MamTip3#DNA/hAT-Tip100,MIRc#SINE/MIR,TR"
chr16_pat_hsa15,25015000,25016000,Bonobo,9.517362528590809,LOC129393994,lncRNA,uncharacterized LOC129393994,"AluY#SINE/Alu,L1MA4A#LINE/L1,L1MA8#LINE/L1,L1MCa#LINE/L1,L1MD3#LINE/L1"
chr13_mat_hsa2b,70650000,70651000,Bonobo,9.515859279146552,STK39,protein_coding,serine/threonine kinase 39,AluSz6#SINE/Alu
chr9_pat_hsa11,9394000,9395000,Bonobo,9.515085109664957,ZNF215,protein_coding,zinc finger protein 215,.
chr3_pat_hsa4,49211000,49212000,Bonobo,9.514770251822554,FGF5,protein_coding,fibroblast growth factor 5,.
chr5_pat_hsa6,168528000,168529000,Bonobo,9.514579919287103,SASH1,protein_coding,SAM and SH3 domain containing 1,TR
chr23_pat_hsa22,59353000,59354000,Bonobo,9.51438050986945,.,,,.
chr2_mat_hsa3,60811000,60812000,Bonobo,9.513655656228512,FHIT,protein_coding,fragile histidine triad diadenosine triphosphatase,TR
chr7_pat_hsa8,22598000,22599000,Bonobo,9.513332572408144,.,,,"SEDEF_SD,TR"
chr19_pat_hsa17,100683000,100684000,Bonobo,9.512593033612452,.,,,"(ATA)n#Simple_repeat,FLAM_C#SINE/Alu,L1PA17#LINE/L1,MIRb#SINE/MIR,SEDEF_SD"
chr14_pat_hsa13,23330000,23331000,Bonobo,9.51218991447208,LOC117975552,lncRNA,uncharacterized LOC117975552,"(CCAGTCC)n#Simple_repeat,L1M5#LINE/L1,L1MC1#LINE/L1,L1MD3#LINE/L1,REP522#Unknown,TR"
chr1_pat_hsa1,227246000,227247000,Bonobo,9.51145899109652,LOC129398211,protein_coding,large ribosomal subunit protein eL39-like,TR
chr5_pat_hsa6,82561000,82562000,Bonobo,9.511177208821326,LOC117978267,protein_coding,protein eyes shut homolog,"SEDEF_SD,TR"
chr20_pat_hsa19,55340000,55341000,Bonobo,9.510442806216252,.,,,TR
chr7_pat_hsa8,103181000,103182000,Bonobo,9.510064537459387,.,,,"SEDEF_SD,TR"
chr10_mat_hsa12,141668000,141669000,Bonobo,9.50976218248466,LOC129393566,lncRNA,uncharacterized LOC129393566,"(ATA)n#Simple_repeat,FLAM_C#SINE/Alu,L1PA17#LINE/L1,MIRb#SINE/MIR,SEDEF_SD"
chr17_mat_hsa18,86262000,86263000,Bonobo,9.509322402400343,TMX3,protein_coding,thioredoxin related transmembrane protein 3,"(AT)n#Simple_repeat,L1MC5a#LINE/L1,L1ME3A#LINE/L1,MER76-int#LTR/ERVL,MER76#LTR/ERVL,TR"
chr18_pat_hsa16,31260000,31261000,Bonobo,9.508697382782811,LOC117976346,protein_coding,uncharacterized LOC117976346,"AluSx#SINE/Alu,AluSx4#SINE/Alu,L1M5#LINE/L1,MER113#DNA/hAT-Charlie,SEDEF_SD,TR"
chr7_pat_hsa8,19954000,19955000,Bonobo,9.508382847308203,LOC134730858,lncRNA,uncharacterized LOC134730858,.
chr2_mat_hsa3,96172000,96173000,Bonobo,9.508366951561321,LOC100968030,protein_coding,olfactory receptor 5H6-like,.
chr5_pat_hsa6,111953000,111954000,Bonobo,9.508084235952005,.,,,TR
chr18_pat_hsa16,2637000,2638000,Bonobo,9.507063381718492,LOC129392988,protein_coding,polycystin-1-like,"L1M4#LINE/L1,L2c#LINE/L2,MIRb#SINE/MIR,SEDEF_SD,TR"
chr5_pat_hsa6,190954000,190955000,Bonobo,9.506547253827332,LOC129398082,protein_coding,zinc-regulated GTPase metalloprotein activator 1A-like,"SEDEF_SD,TR"
chr7_pat_hsa8,37115000,37116000,Bonobo,9.506244798050297,PSD3,protein_coding,pleckstrin and Sec7 domain containing 3,TR
chr1_pat_hsa1,214082000,214083000,Bonobo,9.50620101607484,.,,,SEDEF_SD
chr3_pat_hsa4,5970000,5971000,Bonobo,9.50603064168342,EVC2,protein_coding,EvC ciliary complex subunit 2,TR
chr2_mat_hsa3,1331000,1332000,Bonobo,9.50564327909651,LOC100990608,protein_coding,contactin-6,TR
chr7_pat_hsa8,23657000,23658000,Bonobo,9.505587189705242,.,,,"SEDEF_SD,TR"
chr6_mat_hsa7,9204000,9205000,Bonobo,9.504874019245381,SDK1,protein_coding,sidekick cell adhesion molecule 1,TR
chr15_mat_hsa14,108330000,108331000,Bonobo,9.504263002979968,.,,,"AluJb#SINE/Alu,MER113#DNA/hAT-Charlie,MER5A#DNA/hAT-Charlie,MER5A1#DNA/hAT-Charlie,MER5B#DNA/hAT-Charlie,MIR3#SINE/MIR,SEDEF_SD,TR"
chr7_pat_hsa8,28747000,28748000,Bonobo,9.504171246702322,LOC129398572,protein_coding,uncharacterized LOC129398572,SEDEF_SD
chr21_mat_hsa20,6290000,6291000,Bonobo,9.503952605058778,.,,,TR
chr5_pat_hsa6,189148000,189149000,Bonobo,9.5039008006055,LOC134730639,protein_coding,uncharacterized LOC134730639,.
chr3_pat_hsa4,140508000,140509000,Bonobo,9.503719085716693,INPP4B,protein_coding,inositol polyphosphate-4-phosphatase type II B,.
chr20_pat_hsa19,70694000,70695000,Bonobo,9.503611212216649,.,,,SEDEF_SD
chr10_mat_hsa12,62733000,62734000,Bonobo,9.503428490260474,.,,,"L1MEg#LINE/L1,L2c#LINE/L2,SEDEF_SD"
chr20_pat_hsa19,59425000,59426000,Bonobo,9.503283589751868,.,,,TR
chr7_pat_hsa8,23576000,23577000,Bonobo,9.502656269986996,.,,,"SEDEF_SD,TR"
chr19_pat_hsa17,96247000,96248000,Bonobo,9.50265459461049,LOC134729469,lncRNA,uncharacterized LOC134729469,"L1ME1#LINE/L1,L2a#LINE/L2,SEDEF_SD"
chr5_pat_hsa6,84246000,84247000,Bonobo,9.502513368043434,LOC117978454,protein_coding,protein eyes shut homolog,"SEDEF_SD,TR"
chr11_mat_hsa9,122304000,122305000,Bonobo,9.50221582877951,.,,,"AluSx#SINE/Alu,L2a#LINE/L2,MER4E1#LTR/ERV1,TR"
chr7_pat_hsa8,29833000,29834000,Bonobo,9.502031310568738,.,,,SEDEF_SD
chr6_mat_hsa7,179637000,179638000,Bonobo,9.501779712488187,LOC100991075,C_region,T cell receptor beta constant 2-like,TR
chr10_mat_hsa12,53641000,53642000,Bonobo,9.501634594433636,MUC19,protein_coding,mucin 19%2C oligomeric,"L1MA6#LINE/L1,L2a#LINE/L2"
chr10_mat_hsa12,138372000,138373000,Bonobo,9.501185826633366,.,,,"L1MB7#LINE/L1,L1ME4a#LINE/L1,LTR33#LTR/ERVL,MIR#SINE/MIR,MLT1C#LTR/ERVL-MaLR"
chr15_mat_hsa14,107135000,107136000,Bonobo,9.500475379673995,LOC100971589,C_region,immunoglobulin epsilon heavy chain-like,"L1ME3B#LINE/L1,L1MEd#LINE/L1,SEDEF_SD,TR"
chr20_pat_hsa19,13579000,13580000,Bonobo,9.499524042809364,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,3299000,3300000,Bonobo,9.498535626204465,SMYD3,protein_coding,SET and MYND domain containing 3,"Kanga11a#DNA/TcMar-Tc2,L1MA6#LINE/L1,L1MB8#LINE/L1,L1MD3#LINE/L1,MER103C#DNA/hAT-Charlie"
chr2_mat_hsa3,5738000,5739000,Bonobo,9.498077084538979,.,,,TR
chr5_pat_hsa6,84881000,84882000,Bonobo,9.497657134814819,LOC117978173,protein_coding,protein eyes shut homolog,SEDEF_SD
chr13_mat_hsa2b,143378000,143379000,Bonobo,9.49750404839675,LOC117979297,protein_coding,aquaporin-12B,"(TC)n#Simple_repeat,SEDEF_SD,TR"
chr7_pat_hsa8,23540000,23541000,Bonobo,9.497232141550418,.,,,SEDEF_SD
chr1_pat_hsa1,214992000,214993000,Bonobo,9.497115897352698,.,,,"SEDEF_SD,TR"
chr4_mat_hsa5,92636000,92637000,Bonobo,9.496740011071076,.,,,.
chr7_pat_hsa8,35409000,35410000,Bonobo,9.49668893451156,.,,,TR
chr4_mat_hsa5,516000,517000,Bonobo,9.496342957829317,"PDCD6,LOC134730344",protein_coding;protein_coding,programmed cell death 6;B-cell CLL/lymphoma 9-like protein,SEDEF_SD
chr6_mat_hsa7,12578000,12579000,Bonobo,9.495784680704578,UMAD1,protein_coding,UBAP1-MVB12-associated (UMA) domain containing 1,.
chr7_pat_hsa8,162655000,162656000,Bonobo,9.49546117922738,.,,,SEDEF_SD
chr10_mat_hsa12,8532000,8533000,Bonobo,9.495445944786018,TEAD4,protein_coding,TEA domain transcription factor 4,"AluSp#SINE/Alu,L1MB4#LINE/L1,L1MC2#LINE/L1,L2a#LINE/L2,L3b#LINE/CR1,MIRb#SINE/MIR"
chr19_pat_hsa17,96205000,96206000,Bonobo,9.494634892060843,LOC117978379,protein_coding,eukaryotic initiation factor 4A-III,"Alu#SINE/Alu,AluSx#SINE/Alu,L2a#LINE/L2,L2d#LINE/L2,MER21A#LTR/ERVL,SEDEF_SD,TR"
chr10_mat_hsa12,140254000,140255000,Bonobo,9.494543362560458,.,,,"L1MB3#LINE/L1,L2#LINE/L2,MLT1J#LTR/ERVL-MaLR,TR"
chr22_pat_hsa21,12620000,12621000,Bonobo,9.494420324404121,.,,,.
chr20_pat_hsa19,12935000,12936000,Bonobo,9.493806922893821,CERS4,protein_coding,ceramide synthase 4,.
chr10_mat_hsa12,53639000,53640000,Bonobo,9.493609057782743,MUC19,protein_coding,mucin 19%2C oligomeric,"L1MA6#LINE/L1,L2a#LINE/L2,TR"
chr7_pat_hsa8,23652000,23653000,Bonobo,9.492392377007276,.,,,"SEDEF_SD,TR"
chr1_pat_hsa1,205498000,205499000,Bonobo,9.492330859377743,LOC100987188,protein_coding,NBPF member 3,"(AGCC)n#Simple_repeat,L1ME2z#LINE/L1,L1ME3Cz#LINE/L1,L1ME4b#LINE/L1,L2b#LINE/L2,SEDEF_SD,TR"
chr5_pat_hsa6,190446000,190447000,Bonobo,9.492304543951446,.,,,.
chr7_pat_hsa8,29855000,29856000,Bonobo,9.49191055256489,.,,,SEDEF_SD
chr7_pat_hsa8,36389000,36390000,Bonobo,9.491687476661642,.,,,TR
chr17_mat_hsa18,94204000,94205000,Bonobo,9.491002189852516,.,,,"AluY#SINE/Alu,L1MD2#LINE/L1,L1MDa#LINE/L1,L1PA7#LINE/L1,L4_C_Mam#LINE/RTE-X,TR"
chr7_pat_hsa8,140617000,140618000,Bonobo,9.490426983104234,FAM83A,protein_coding,family with sequence similarity 83 member A,TR
chr9_pat_hsa11,8058000,8059000,Bonobo,9.490350198768914,TRIM34,protein_coding,tripartite motif containing 34,TR
chr16_pat_hsa15,44137000,44138000,Bonobo,9.489639492825832,.,,,"AluSx#SINE/Alu,Charlie19a#DNA/hAT-Charlie,L1P4#LINE/L1,L1PB4#LINE/L1,TR"
chr17_mat_hsa18,96068000,96069000,Bonobo,9.48911154674438,.,,,"L1M2#LINE/L1,TR"
chr6_mat_hsa7,179551000,179552000,Bonobo,9.488818747447056,.,,,SEDEF_SD
chr3_pat_hsa4,5344000,5345000,Bonobo,9.488716564995233,LOC100987783,protein_coding,serine/threonine-protein kinase 32B,TR
chr12_mat_hsa2a,92658000,92659000,Bonobo,9.48819122712702,.,,,"HERVL40-int#LTR/ERVL,MER21-int#LTR/ERVL,MER4B-int#LTR/ERV1"
chr10_mat_hsa12,6130000,6131000,Bonobo,9.487769383674742,NINJ2,protein_coding,ninjurin 2,"AluSx#SINE/Alu,L1MB4#LINE/L1,L1ME3G#LINE/L1,L2d#LINE/L2,TR"
chr6_mat_hsa7,178654000,178655000,Bonobo,9.486528542214755,LOC100967872,protein_coding,olfactory receptor 9A1-like,TR
chr1_pat_hsa1,121756000,121757000,Bonobo,9.486143524247254,.,,,L2#LINE/L2
chr18_pat_hsa16,17722000,17723000,Bonobo,9.48607379480277,.,,,"MIRb#SINE/MIR,MLT1A#LTR/ERVL-MaLR,MLT2B4#LTR/ERVL,SEDEF_SD,TR"
chr18_pat_hsa16,3483000,3484000,Bonobo,9.485795059636196,FLYWCH1,protein_coding,FLYWCH-type zinc finger 1,"AluSx3#SINE/Alu,TR"
chr21_mat_hsa20,17600000,17601000,Bonobo,9.485142246834112,.,,,TR
chr5_pat_hsa6,80598000,80599000,Bonobo,9.4850444792307,.,,,"SEDEF_SD,TR"
chr2_mat_hsa3,3478000,3479000,Bonobo,9.484932145511355,.,,,TR
chr8_mat_hsa10,5023000,5024000,Bonobo,9.48473421463668,.,,,.
chr1_pat_hsa1,119904000,119905000,Bonobo,9.48466565604148,NTNG1,protein_coding,netrin G1,"(T)n#Simple_repeat,L1ME3Cz#LINE/L1,L1PA7#LINE/L1,L1PA8#LINE/L1,L2#LINE/L2,LTR16A#LTR/ERVL,MER103C#DNA/hAT-Charlie,TR"
chr8_mat_hsa10,146162000,146163000,Bonobo,9.484584070260338,LOC117978247,lncRNA,uncharacterized LOC117978247,"SEDEF_SD,TR"
chr7_pat_hsa8,29180000,29181000,Bonobo,9.483949070918126,.,,,SEDEF_SD
chr6_mat_hsa7,88618000,88619000,Bonobo,9.483389171050913,"LOC129392959,LOC117981007",protein_coding;protein_coding,protein CASP-like;speedy protein E18-like,SEDEF_SD
chr22_pat_hsa21,24422000,24423000,Bonobo,9.483271076196518,.,,,TR
chr18_pat_hsa16,31287000,31288000,Bonobo,9.483131725249352,LOC117976346,protein_coding,uncharacterized LOC117976346,"AluSx#SINE/Alu,L1ME2#LINE/L1,L1MEg#LINE/L1,SEDEF_SD,TR"
chr15_mat_hsa14,108237000,108238000,Bonobo,9.483018173249823,.,,,"L1MA2#LINE/L1,L1ME3G#LINE/L1,MSTA#LTR/ERVL-MaLR,SEDEF_SD,TR"
chr3_pat_hsa4,83279000,83280000,Bonobo,9.48275090117249,.,,,.
chr8_mat_hsa10,131905000,131906000,Bonobo,9.482743262305595,.,,,TR
chr21_mat_hsa20,911000,912000,Bonobo,9.481959352281415,.,,,"SEDEF_SD,TR"
chr19_pat_hsa17,99963000,99964000,Bonobo,9.481938387003947,.,,,"(TC)n#Simple_repeat,AluSc8#SINE/Alu,L1PA14#LINE/L1,L2b#LINE/L2,L4_A_Mam#LINE/RTE-X,MER3#DNA/hAT-Charlie,SEDEF_SD,TR"
chr15_mat_hsa14,108397000,108398000,Bonobo,9.481913051507737,.,,,"L1MA2#LINE/L1,MER4D1#LTR/ERV1,PRIMA41-int#LTR/ERV1,SEDEF_SD,TR"
chr1_pat_hsa1,18124000,18125000,Bonobo,9.481874240299934,.,,,"AluSx1#SINE/Alu,Charlie1#DNA/hAT-Charlie,L1P2#LINE/L1"
chr16_pat_hsa15,9155000,9156000,Bonobo,9.481801717347826,.,,,"HERVL40-int#LTR/ERVL,L2#LINE/L2,MIRb#SINE/MIR,TR"
chr5_pat_hsa6,44564000,44565000,Bonobo,9.481571889403856,LOC103783493,protein_coding,protein shisa-5,TR
chr16_pat_hsa15,76863000,76864000,Bonobo,9.481524019639098,.,,,"ERVL-E-int#LTR/ERVL,L1M7#LINE/L1,L1ME4c#LINE/L1,TR"
chr11_mat_hsa9,37714000,37715000,Bonobo,9.481497196609368,GRIN3A,protein_coding,glutamate ionotropic receptor NMDA type subunit 3A,"L2c#LINE/L2,MLT1H2#LTR/ERVL-MaLR,TR"
chr6_mat_hsa7,87707000,87708000,Bonobo,9.481446800596451,LOC134730800,lncRNA,uncharacterized LOC134730800,TR
chr7_pat_hsa8,65458000,65459000,Bonobo,9.481381432009352,.,,,TR
