ensg,hgnc,chrom,obs_lof,exp_lof,prior_mean,post_mean,post_lower_95,post_upper_95
ENSG00000165509,HGNC:23798,chrX,21,17.294,0.00665788,0.0026731,0.00020963,0.00863451
ENSG00000205929,HGNC:1305,chr21,4,4.7776,0.00320311,0.00267318,0.00042562,0.00756466
ENSG00000176253,HGNC:15351,chr14,9,5.9908,0.00266224,0.00267433,0.00019362,0.00927774
ENSG00000189058,HGNC:612,chr3,6,8.8021,0.00309245,0.00267474,0.00060552,0.00669824
ENSG00000254535,HGNC:31955,chr4,7,12.553,0.0240238,0.00267483,3.73688E-05,0.0101848
ENSG00000114480,HGNC:4180,chr3,24,34.716,0.00494209,0.00267539,0.00071387,0.00587245
ENSG00000185860,HGNC:28736,chr1,4,5.5624,0.00386792,0.0026755,0.00031617,0.00792721
ENSG00000204700,HGNC:8260,chr6,3,5.0054,0.00265961,0.00267558,0.00023217,0.0089758
ENSG00000169955,HGNC:28350,chr16,2,4.0977,0.00227219,0.00267942,0.00017894,0.00986181
ENSG00000108439,HGNC:30260,chr17,13,14.367,0.00329266,0.00268034,0.00053492,0.00695677
ENSG00000118492,HGNC:21212,chr6,47,76.863,0.00999079,0.0026811,0.00014197,0.00839267
ENSG00000133103,HGNC:18621,chr13,29,38.779,0.00327324,0.00268308,0.00072013,0.00611082
ENSG00000188315,HGNC:24771,chr3,7,9.5971,0.0048534,0.00268325,0.0004037,0.00734805
ENSG00000050393,HGNC:21097,chr6,11,14.862,0.00468346,0.00268358,0.00046687,0.00714682
ENSG00000128311,HGNC:12388,chr22,7,8.7999,0.0032595,0.00268377,0.00049551,0.00717281
ENSG00000205362,HGNC:7393,chr16,3,2.4302,0.00278074,0.00268379,0.00016651,0.00971591
ENSG00000221858,HGNC:15082,chr7,3,5.4891,0.00262875,0.00268439,0.00022914,0.00903465
ENSG00000173261,HGNC:31746,chr5,4,6.957,0.00230628,0.00268628,0.00019325,0.00962601
ENSG00000169752,HGNC:29862,chr15,3,5.7773,0.00266618,0.00268681,0.0002113,0.00918477
ENSG00000153064,HGNC:18233,chr4,25,42.133,0.00325711,0.0026869,0.00025172,0.00812532
ENSG00000173626,HGNC:21090,chr6,8,9.4657,0.00282554,0.00268699,0.00035073,0.00818858
ENSG00000162222,HGNC:28432,chr11,7,10.205,0.00308579,0.00268707,0.00033429,0.00806185
ENSG00000091592,HGNC:14374,chr17,39,60.905,0.00486722,0.00268723,0.00067795,0.00615108
ENSG00000205758,HGNC:2420,chr21,16,20.848,0.00342523,0.00268754,0.00031514,0.00807746
ENSG00000244411,HGNC:23602,chr11,1,0.98926,0.00266699,0.00268789,0.00011392,0.01004
ENSG00000180433,HGNC:15033,chr1,5,6.3139,0.00264906,0.00268883,0.00021085,0.00919652
ENSG00000187855,HGNC:24311,chr12,4,4.019,0.00266203,0.00268919,0.0001244,0.00994781
ENSG00000165643,HGNC:27845,chr9,7,16.176,0.00300173,0.00268923,9.68685E-05,0.00934103
ENSG00000123179,HGNC:18061,chr13,7,8.789,0.00390682,0.00268947,0.00068958,0.00626873
ENSG00000184956,HGNC:7517,chr11,70,87.915,0.0110409,0.00269014,0.00112599,0.00483158
ENSG00000175077,HGNC:28580,chr3,9,11.678,0.00256535,0.00269083,0.00018188,0.00972063
ENSG00000198874,HGNC:25598,chr7,23,43.207,0.00267706,0.00269159,0.00071309,0.00646668
ENSG00000180096,HGNC:2879,chr16,15,23.863,0.0223362,0.0026918,0.000085397,0.00922055
ENSG00000204438,HGNC:13920,chr6,11,12.996,0.00459679,0.00269229,0.00050914,0.00688717
ENSG00000130731,HGNC:14141,chr16,7,7.2685,0.00343924,0.00269252,0.00057366,0.00680903
ENSG00000204703,HGNC:8238,chr6,4,6.5521,0.00274586,0.00269327,0.00023291,0.00904137
ENSG00000128283,HGNC:17014,chr22,7,7.1343,0.00921377,0.0026933,0.00021138,0.00840849
ENSG00000160505,HGNC:22943,chr19,20,37.435,0.004918,0.00269372,0.00036464,0.00709527
ENSG00000142538,HGNC:30828,chr19,3,1.661,0.00466936,0.0026939,0.00014485,0.00973622
ENSG00000213462,HGNC:3454,chr7,,,0.00274289,0.00269401,0.00025004,0.00891474
ENSG00000140519,HGNC:18140,chr15,11,25.438,0.00218442,0.00269464,0.00037867,0.00798067
ENSG00000188340,HGNC:15035,chr1,5,7.5505,0.00263051,0.00269473,0.00021953,0.00915143
ENSG00000162771,HGNC:26541,chr1,,,0.00268415,0.00269636,0.00028287,0.00868692
ENSG00000183733,HGNC:24669,chr2,5,7.9517,0.00287923,0.00269711,0.00015317,0.0100035
ENSG00000061656,HGNC:11214,chr20,14,23.081,0.00424972,0.00269738,0.00070395,0.00593059
ENSG00000179934,HGNC:1609,chr3,4,6.8046,0.00244202,0.00269871,0.00014108,0.0103576
ENSG00000197887,HGNC:15141,chr11,7,5.76,0.00266996,0.00269915,0.00015102,0.0097463
ENSG00000103174,HGNC:17378,chr16,19,21.157,0.00426706,0.00269956,0.0005894,0.00660215
ENSG00000167766,HGNC:13158,chr19,,,0.00345081,0.00270021,0.00039761,0.0077971
ENSG00000177186,HGNC:19594,chr1,,,0.00267515,0.0027006,0.00020728,0.00927308
ENSG00000181284,HGNC:26722,chr17,10,15.126,0.00421283,0.00270115,0.00037627,0.00786987
ENSG00000170074,HGNC:29940,chr5,10,14.638,0.0026964,0.00270124,0.0001347,0.00990283
ENSG00000214413,HGNC:28093,chr10,4,5.589,0.00312999,0.00270131,0.00022726,0.00913623
ENSG00000114113,HGNC:9920,chr3,2,7.1164,0.00298012,0.00270307,0.0001101,0.0103521
ENSG00000143315,HGNC:18858,chr1,8,11.504,0.00267839,0.00270384,0.00035354,0.00824988
ENSG00000165392,HGNC:12791,chr8,63,82.188,0.00304435,0.00270401,0.00065263,0.00631689
ENSG00000154065,HGNC:27110,chr18,14,16.508,0.00289774,0.00270424,0.00063642,0.00666404
ENSG00000000460,HGNC:25565,chr1,23,44.636,0.00405419,0.00270437,0.00071445,0.00610979
ENSG00000188558,HGNC:27019,chr1,5,5.3442,0.00273007,0.00270512,0.00020139,0.0093393
ENSG00000198445,HGNC:15553,chr22,9,9.2874,0.00270845,0.002707,0.00015509,0.00974239
ENSG00000188655,HGNC:20673,chr14,0,0.50717,0.00266996,0.00270881,0.00010725,0.0101895
ENSG00000127948,HGNC:9208,chr7,21,35.921,0.00299017,0.00270883,0.00031364,0.00795246
ENSG00000213390,HGNC:23724,chr10,22,28.637,0.00447473,0.00270902,0.00063755,0.00634396
ENSG00000178287,HGNC:33342,chr8,5,2.7101,0.00279737,0.00271011,0.00015241,0.0097791
ENSG00000152348,HGNC:20315,chr5,13,15.23,0.00323222,0.00271073,0.0005861,0.00682676
ENSG00000136371,HGNC:7437,chr15,6,7.4891,0.0042448,0.00271184,0.00063073,0.00654023
ENSG00000164118,HGNC:29356,chr4,13,17.814,0.00262046,0.00271226,0.00052749,0.00724784
ENSG00000164933,HGNC:29683,chr8,14,16.589,0.00337249,0.00271233,0.00063208,0.00660908
ENSG00000198054,HGNC:16707,chr21,5,2.4157,0.015531,0.0027129,0.00014262,0.00885375
ENSG00000082293,HGNC:2196,chr6,62,82.783,0.00640692,0.00271309,0.00071564,0.00586595
ENSG00000117133,HGNC:30350,chr1,14,18.353,0.00366443,0.00271389,0.00056615,0.00679159
ENSG00000126453,HGNC:13787,chr19,14,15.869,0.00339619,0.00271431,0.00038302,0.007692
ENSG00000124575,HGNC:4717,chr6,1,2.1478,0.00269398,0.00271608,0.00021291,0.00929059
ENSG00000159708,HGNC:25615,chr16,23,34.935,0.00357269,0.00271721,0.00016263,0.0097584
ENSG00000184220,HGNC:28666,chr3,8,18.679,0.0021401,0.0027177,0.00029576,0.0088786
ENSG00000148482,HGNC:20860,chr10,15,30.277,0.00261697,0.00271884,0.00033695,0.00820185
ENSG00000181958,HGNC:15152,chr11,,,0.00267422,0.00272121,0.00020154,0.00940359
ENSG00000011052,HGNC:33531,chr17,13,14.098,0.0138917,0.00272126,0.0003417,0.00742028
ENSG00000007174,HGNC:2953,chr17,130,208.35,0.00238959,0.00272269,0.00072956,0.00657827
ENSG00000116221,HGNC:14034,chr1,15,20.705,0.00509305,0.00272853,0.00030243,0.00796881
ENSG00000142920,HGNC:29957,chr1,13,21.817,0.00221404,0.00272855,0.00024984,0.00911179
ENSG00000165996,HGNC:9639,chr10,13,11.85,0.00430654,0.00272886,0.00055073,0.0069112
ENSG00000158411,HGNC:25207,chr2,10,15.728,0.00340066,0.00272909,0.00067786,0.00649015
ENSG00000184925,HGNC:28733,chr9,7,9.8568,0.00278796,0.00272956,0.00015987,0.00979303
ENSG00000185519,HGNC:26717,chr1,5,11.78,0.0025417,0.00272973,0.0002413,0.00916947
ENSG00000180532,HGNC:23709,chr19,7,7.8864,0.0032812,0.00273064,0.00021534,0.00933956
ENSG00000176200,HGNC:15174,chr11,7,4.9752,0.0027439,0.00273072,0.00019856,0.00946684
ENSG00000219626,HGNC:24736,chr2,12,15.22,0.00935061,0.00273099,0.00037222,0.00748654
ENSG00000161807,HGNC:8465,chr19,,,0.00269773,0.00273204,0.00011958,0.0101706
ENSG00000189190,HGNC:30951,chr19,,,0.00273509,0.00273395,0.00032625,0.00854091
ENSG00000221953,HGNC:33759,chr1,,,0.00273649,0.00273409,0.00021533,0.00934423
ENSG00000267631,HGNC:16721,chr19,2,2.6673,0.00267806,0.00273456,0.0001605,0.00980808
ENSG00000135778,HGNC:28204,chr1,5,8.1994,0.00350333,0.00273574,0.00055227,0.00704566
ENSG00000171792,HGNC:28206,chr12,5,8.3856,0.0059303,0.00273664,0.00061712,0.00634115
ENSG00000173566,HGNC:26194,chr8,9,9.4979,0.0125234,0.00273794,0.00014219,0.00905511
ENSG00000163687,HGNC:2959,chr3,9,13.979,0.00283555,0.00273795,0.00035014,0.00832742
ENSG00000172673,HGNC:21569,chr6,13,23.804,0.00186811,0.00273808,0.00013824,0.0105989
ENSG00000196326,HGNC:23469,chr10,7,6.3215,0.00870522,0.00273813,9.39827E-05,0.0101308
ENSG00000256618,HGNC:37155,chr17,,,0.0027527,0.00273946,0.00011776,0.0102185
ENSG00000123569,HGNC:27252,chrX,4,4.6715,0.0157203,0.00273995,0.00010102,0.00885003
ENSG00000147592,HGNC:18512,chr8,9,14.416,0.00250939,0.00274045,0.00065152,0.00686136
ENSG00000174371,HGNC:3511,chr1,25,37.742,0.00293258,0.00274212,0.00044525,0.00713517
ENSG00000076650,HGNC:24658,chr19,27,54.049,0.0023119,0.0027429,0.00072139,0.00635554
ENSG00000170231,HGNC:3561,chr5,9,9.2542,0.00380463,0.00274303,0.00029267,0.00854626
ENSG00000123892,HGNC:9776,chr11,5,7.7035,0.00278364,0.00274324,0.00047846,0.00763799
ENSG00000144045,HGNC:20410,chr2,33,38.602,0.00274047,0.00274328,0.00045248,0.00782846
ENSG00000088888,HGNC:29233,chr20,11,14.043,0.00483902,0.00274429,0.00039006,0.00748098
ENSG00000182170,HGNC:24829,chr11,,,0.0027367,0.00274521,0.00014282,0.0100108
ENSG00000056998,HGNC:4700,chrX,14,13.865,0.0053502,0.00274536,0.00028246,0.00826065
ENSG00000141519,HGNC:26090,chr17,35,54.887,0.00240418,0.00274715,0.00024848,0.00837793
ENSG00000119977,HGNC:24519,chr10,22,30.204,0.00244724,0.00274794,0.00045117,0.00776993
ENSG00000123810,HGNC:28636,chr19,7,8.1721,0.00402482,0.00274851,0.0004047,0.0077498
ENSG00000177300,HGNC:2044,chr4,3,6.4884,0.00273261,0.00275075,0.00021555,0.00941007
ENSG00000174500,HGNC:20253,chr3,3,7.7823,0.00359853,0.00275089,0.00024103,0.00905518
ENSG00000148331,HGNC:17181,chr9,7,13.541,0.00344041,0.00275186,0.00031905,0.00836341
ENSG00000140478,HGNC:32204,chr15,9,5.8993,0.00289595,0.00275226,0.00010795,0.0103638
ENSG00000100285,HGNC:7737,chr22,22,29.526,0.00336083,0.00275294,0.00032274,0.00826999
ENSG00000075673,HGNC:13816,chr13,29,48.507,0.00576567,0.00275301,0.0005267,0.0068112
ENSG00000179846,HGNC:24739,chr19,13,21.266,0.014236,0.00275329,0.00012006,0.00870927
ENSG00000170954,HGNC:20636,chr19,1,2.9882,0.00349443,0.00275346,0.00042763,0.00769225
ENSG00000197437,HGNC:14999,chr1,1,2.0588,0.00274072,0.00275363,0.00018977,0.00963363
ENSG00000181935,HGNC:15172,chr11,8,5.3379,0.00270622,0.00275455,0.0001676,0.00982784
ENSG00000206127,HGNC:44406,chr15,9,6.6048,0.00261809,0.00275474,0.0001042,0.0104094
ENSG00000167656,HGNC:13348,chr8,2,2.0658,0.00433017,0.00275582,0.00062819,0.00676557
ENSG00000197889,HGNC:23429,chr10,5,4.7245,0.00375719,0.00275589,0.0003825,0.00806402
ENSG00000154080,HGNC:19898,chr18,15,19.601,0.00248989,0.00275601,0.0004289,0.00786005
ENSG00000090530,HGNC:19317,chr3,34,39.208,0.00372057,0.00275693,0.00076715,0.00614782
ENSG00000186047,HGNC:17567,chr13,1,2.5611,0.00685938,0.00275739,0.00027929,0.00840634
ENSG00000261934,HGNC:8707,chr5,16,29.052,0.017637,0.00275762,0.0004381,0.00688753
ENSG00000184307,HGNC:28654,chr3,18,18.733,0.0036035,0.00275777,0.00042526,0.00758376
ENSG00000206422,HGNC:30219,chr18,8,6.6907,0.00272535,0.00275818,0.00015065,0.00999346
ENSG00000150681,HGNC:14261,chr1,6,10.925,0.00243104,0.00275863,0.00016228,0.0102531
ENSG00000177684,HGNC:18095,chr6,1,1.0021,0.00273789,0.00276193,0.00021864,0.00943067
ENSG00000235531,HGNC:48724,chr8,6,9.2784,0.0173727,0.00276195,0.00019267,0.00906434
ENSG00000198074,HGNC:382,chr7,14,16.737,0.0027456,0.00276277,0.00055408,0.00738953
ENSG00000219607,HGNC:14945,chr6,7,7.9167,0.00272904,0.00276283,0.00011436,0.0103476
ENSG00000181610,HGNC:14509,chr17,3,9.706,0.00226942,0.00276309,0.00024074,0.00931506
ENSG00000196866,HGNC:4729,chr6,6,3.5086,0.00271785,0.00276521,0.00011704,0.0103323
ENSG00000161281,HGNC:2287,chr19,6,4.7495,0.00333184,0.00276565,0.00062052,0.00693181
ENSG00000140990,HGNC:7696,chr16,5,9.607,0.00254443,0.00276682,0.00023593,0.00954455
ENSG00000167195,HGNC:32206,chr15,6,10.037,0.00282326,0.00276702,0.0001,0.0104999
ENSG00000151005,HGNC:25313,chr4,13,17.627,0.00279904,0.00277014,7.87641E-05,0.0107086
ENSG00000197681,HGNC:19031,chr17,0,2.2142,0.00273308,0.00277087,0.00015013,0.0100506
ENSG00000179750,HGNC:17352,chr22,24,24.85,0.00278806,0.00277121,0.00014732,0.0100775
ENSG00000111846,HGNC:4204,chr6,9,13.53,0.00499653,0.00277165,0.00069015,0.00629527
ENSG00000128886,HGNC:23113,chr15,21,25.994,0.00788892,0.00277375,0.00039896,0.00742324
ENSG00000137745,HGNC:7159,chr11,25,22.891,0.00499035,0.00277639,0.00053233,0.00698204
ENSG00000103310,HGNC:13188,chr16,18,36.555,0.00277536,0.00277641,0.00012666,0.0100322
ENSG00000185594,HGNC:28676,chr15,2,4.0268,0.00367494,0.00277713,0.00016996,0.00986513
ENSG00000176567,HGNC:14854,chr11,7,5.3651,0.00278747,0.00277742,0.00019969,0.00964795
ENSG00000104894,HGNC:1666,chr19,11,17.497,0.00293326,0.00277754,0.0001902,0.00963199
ENSG00000237763,HGNC:474,chr1,5,4.7095,0.00284753,0.00277779,0.00012707,0.0102909
ENSG00000163909,HGNC:4882,chr1,11,13.006,0.0034119,0.00277781,0.00044098,0.00765937
ENSG00000164037,HGNC:24244,chr4,13,20.557,0.00284657,0.00277909,0.00052775,0.00757503
ENSG00000160870,HGNC:2640,chr7,22,24.822,0.00277862,0.00278084,0.00020359,0.00962967
ENSG00000079337,HGNC:16629,chr12,43,58.278,0.00500353,0.00278165,0.00072042,0.00612344
ENSG00000163666,HGNC:4877,chr3,6,9.5577,0.00305724,0.00278335,0.00024177,0.00931498
ENSG00000197322,HGNC:34412,chr17,3,3.3814,0.00441388,0.00278391,0.00020019,0.0094578
ENSG00000204542,HGNC:13927,chr6,4,7.4685,0.00528065,0.00278436,0.00021516,0.00911648
ENSG00000163472,HGNC:28196,chr1,10,13.861,0.0047418,0.00278471,0.00037309,0.00786829
ENSG00000188931,HGNC:32325,chr1,8,8.1712,0.00391566,0.00278493,0.00052002,0.00729411
ENSG00000104763,HGNC:735,chr8,21,25.624,0.00336519,0.00278515,0.00043029,0.00767731
ENSG00000168356,HGNC:10583,chr3,53,80.455,0.0044726,0.00278579,0.00060797,0.00647658
ENSG00000242180,HGNC:19599,chr11,9,5.945,0.00283787,0.00278586,0.00019103,0.00975486
ENSG00000196774,HGNC:23665,chr9,8,7.3912,0.00268342,0.00278589,0.00011528,0.010435
ENSG00000133561,HGNC:21918,chr7,1,1.9287,0.00569493,0.00278618,0.0005637,0.00745643
ENSG00000100601,HGNC:17911,chr14,11,17.741,0.00342146,0.00278631,0.00060409,0.00704755
ENSG00000226763,HGNC:37248,chr19,,,0.00282106,0.002787,0.0001723,0.00992029
ENSG00000184154,HGNC:55526,chr11,8,12.006,0.0190312,0.00278739,0.00011994,0.00938436
ENSG00000151093,HGNC:26063,chr3,9,13.585,0.00458833,0.00278809,0.00049362,0.0073906
ENSG00000186710,HGNC:37100,chr12,8,15.535,0.0039159,0.00278858,9.94769E-05,0.0096661
ENSG00000197299,HGNC:1058,chr15,34,60.271,0.00392212,0.00278947,0.00052385,0.00696136
ENSG00000114446,HGNC:17367,chr3,18,24.364,0.00432293,0.00279009,0.00030207,0.00826024
ENSG00000188694,HGNC:33902,chr21,8,5.445,0.00283939,0.00279161,0.00019646,0.00973272
ENSG00000128617,HGNC:1012,chr7,5,13.384,0.00197877,0.00279192,0.00018528,0.0104656
ENSG00000163808,HGNC:17273,chr3,52,82.959,0.00600713,0.00279293,0.000409,0.00725911
ENSG00000143498,HGNC:11532,chr1,18,26.713,0.00364981,0.00279357,0.00063718,0.00685867
ENSG00000215252,HGNC:31973,chr15,6,5.0716,0.00279864,0.00279465,0.00016276,0.0100357
ENSG00000179142,HGNC:2592,chr8,26,22.909,0.00292961,0.00279554,7.72366E-05,0.010828
ENSG00000121542,HGNC:20260,chr3,11,15.235,0.0029,0.00279564,0.00037914,0.00824101
ENSG00000109881,HGNC:25079,chr11,11,17.794,0.00309148,0.00279627,0.00049783,0.00757404
ENSG00000110660,HGNC:23615,chr11,8,14.958,0.00309391,0.0027971,0.00061748,0.00719129
ENSG00000177294,HGNC:28565,chr17,9,15.79,0.00347548,0.0027972,0.0001306,0.010295
ENSG00000081181,HGNC:664,chr14,9,18.276,0.00252633,0.00279747,0.00059996,0.00721802
ENSG00000164818,HGNC:26013,chr7,21,32.349,0.00296721,0.00280036,0.00057306,0.0071348
ENSG00000185238,HGNC:30163,chr11,35,31.231,0.00322725,0.00280048,0.0009255,0.0059276
ENSG00000189195,HGNC:21019,chr1,12,17.177,0.00359636,0.00280111,0.00063412,0.0069142
ENSG00000100938,HGNC:4377,chr14,14,17.149,0.00349094,0.00280285,0.00072561,0.00655244
ENSG00000168260,HGNC:27285,chr14,10,10.764,0.00620164,0.00280383,0.00019257,0.00943013
ENSG00000085760,HGNC:7441,chr2,21,36.157,0.00370454,0.00280462,0.00089107,0.00598456
ENSG00000230522,HGNC:18532,chr19,,,0.00283251,0.00280474,0.00014612,0.0102271
ENSG00000179071,HGNC:26762,chr11,8,12.236,0.00284402,0.00280555,0.00022093,0.00958923
ENSG00000176393,HGNC:10078,chr1,27,29.531,0.00559548,0.00280594,0.00077691,0.00619384
ENSG00000129048,HGNC:1611,chr3,12,10.109,0.00279193,0.00280605,0.00043845,0.00814097
ENSG00000172457,HGNC:15322,chr11,8,6.6629,0.00281985,0.00280633,0.00022602,0.0095518
ENSG00000165304,HGNC:16870,chr9,34,36.068,0.00472888,0.00280674,0.00067858,0.00648679
ENSG00000155659,HGNC:17032,chrX,13,12.017,0.0200323,0.00280683,0.00027173,0.00780911
ENSG00000196735,HGNC:4942,chr6,4,9.4313,0.00306892,0.00280726,0.00025617,0.00931857
ENSG00000132793,HGNC:14451,chr20,27,42.86,0.0035383,0.00280732,0.00047328,0.00723295
ENSG00000161920,HGNC:32687,chr17,9,5.9243,0.005744,0.00280753,0.00071356,0.00651075
ENSG00000164074,HGNC:26111,chr4,20,22.701,0.00272399,0.00280885,0.00037576,0.00787483
ENSG00000055950,HGNC:14517,chr10,11,12.28,0.00424286,0.00280935,0.00059379,0.00711292
ENSG00000188888,HGNC:31371,chr17,56,85.45,0.0070661,0.00281059,0.00047066,0.00682182
ENSG00000158748,HGNC:5301,chr1,7,10.301,0.00246968,0.00281076,0.0002374,0.00973247
ENSG00000125863,HGNC:7108,chr20,15,17.966,0.00422768,0.00281103,0.00050296,0.00738723
ENSG00000174428,HGNC:33125,chr7,5,16.451,0.00285674,0.00281234,0.00054851,0.00759572
ENSG00000242689,HGNC:2169,chr11,7,7.0251,0.0063182,0.00281287,0.00019038,0.00937733
ENSG00000203711,HGNC:21179,chr6,1,1.6819,0.00387315,0.00281425,0.00014097,0.0103932
ENSG00000104228,HGNC:16285,chr8,9,22.426,0.0025269,0.00281437,0.00039463,0.00824264
ENSG00000116785,HGNC:16980,chr1,16,15.048,0.00289908,0.00281537,9.52422E-05,0.010746
ENSG00000143156,HGNC:20461,chr1,12,21.382,0.00294904,0.0028154,0.00033054,0.00846601
ENSG00000136869,HGNC:11850,chr9,17,25.708,0.00596922,0.00281602,0.00082175,0.00601443
ENSG00000162068,HGNC:8030,chr16,12,16.079,0.0023321,0.00281618,0.0004828,0.00799774
ENSG00000161583,HGNC:29860,chr17,,,0.00287068,0.00281749,0.00016801,0.0100834
ENSG00000163900,HGNC:30544,chr3,7,11.221,0.00252199,0.00281958,0.00039338,0.00851774
ENSG00000083844,HGNC:13057,chr19,13,20.828,0.00294471,0.00282043,0.00048768,0.00763595
ENSG00000158109,HGNC:27007,chr1,10,11.354,0.00551841,0.00282168,0.000645,0.00645771
ENSG00000118785,HGNC:11255,chr4,9,9.6759,0.00455217,0.00282285,0.00041663,0.00756033
ENSG00000168131,HGNC:13966,chr6,4,7.3452,0.00282595,0.00282315,0.00015734,0.0102018
ENSG00000250021,HGNC:38824,chr15,18,19.982,0.0100259,0.00282324,0.00029606,0.0081892
ENSG00000072163,HGNC:16084,chr2,10,19.274,0.00353843,0.00282383,0.0004786,0.00758159
ENSG00000196184,HGNC:8175,chr1,8,5.4096,0.00278165,0.00282414,0.00019312,0.00989385
ENSG00000166938,HGNC:28698,chr15,36,51.45,0.00273239,0.00282582,0.00075278,0.00638682
ENSG00000185101,HGNC:20679,chr11,31,45.925,0.00370935,0.0028286,0.00042583,0.0075195
ENSG00000175414,HGNC:22042,chr5,6,9.6212,0.00232221,0.0028288,0.00046791,0.00813411
ENSG00000100209,HGNC:28913,chr22,6,13.019,0.00215502,0.0028299,0.00024734,0.00988117
ENSG00000248713,HGNC:27741,chr4,21,44.701,0.0255577,0.0028306,0.00045436,0.00647685
ENSG00000104953,HGNC:30788,chr19,15,33.709,0.00190642,0.0028327,0.00017856,0.0104319
ENSG00000239839,HGNC:2762,chr8,1,0.9806,0.00291267,0.00283326,0.00013615,0.010437
ENSG00000163394,HGNC:1570,chr4,6,13.366,0.00317118,0.002834,0.00045744,0.00779485
ENSG00000112425,HGNC:3413,chr6,9,11.708,0.00630543,0.00283445,0.00062498,0.00683278
ENSG00000120256,HGNC:16936,chr6,7,17.668,0.00441892,0.00283521,0.0003479,0.00811532
ENSG00000099326,HGNC:13108,chr19,19,25.756,0.0025113,0.00283556,0.00031146,0.00885433
ENSG00000107371,HGNC:17944,chr9,7,10.836,0.00348398,0.00283565,0.00044988,0.00790507
ENSG00000205869,HGNC:23596,chr11,2,4.5913,0.00283527,0.00283676,0.00015924,0.0102409
ENSG00000175854,HGNC:31412,chr9,6,10.759,0.00305974,0.00283719,0.00022698,0.00970659
ENSG00000127337,HGNC:24859,chr12,8,12.134,0.197252,0.00283722,5.03879E-05,0.010208
ENSG00000152404,HGNC:26508,chr11,25,41.614,0.00317717,0.00283771,0.00069984,0.00663872
ENSG00000204642,HGNC:4963,chr6,10,18.179,0.00462555,0.00283776,0.00014122,0.00914944
ENSG00000113812,HGNC:14672,chr3,28,38.861,0.00424977,0.00283795,0.00066381,0.00666002
ENSG00000123407,HGNC:5124,chr12,11,7.1942,0.00729516,0.00284045,0.00027308,0.00870527
ENSG00000236637,HGNC:5425,chr9,,,0.00278664,0.00284047,0.00018298,0.0100473
ENSG00000138271,HGNC:4538,chr3,9,10.793,0.00246804,0.00284135,0.00020245,0.0100858
ENSG00000082515,HGNC:14480,chr5,11,15.228,0.00448811,0.0028418,0.00034935,0.0081941
ENSG00000250844,HGNC:44446,chr4,,,0.0029356,0.00284441,0.00012014,0.0106328
ENSG00000198965,HGNC:14820,chr1,5,4.6722,0.00281815,0.00284444,0.00022471,0.00971673
ENSG00000172789,HGNC:5127,chr12,7,8.3147,0.00592305,0.00284507,0.00059646,0.00700795
ENSG00000168936,HGNC:25137,chr4,15,12.701,0.00692518,0.00284668,0.00057512,0.00699677
ENSG00000198677,HGNC:23639,chr5,62,97.854,0.00438194,0.00284673,0.00101898,0.0056095
ENSG00000244094,HGNC:11266,chr1,1,0.86323,0.00298846,0.00284688,0.00021573,0.00986948
ENSG00000072210,HGNC:403,chr17,12,23.554,0.00286131,0.00284864,0.00087628,0.00631101
ENSG00000100558,HGNC:19238,chr14,15,19.2,0.00531944,0.00284874,0.00071904,0.00662609
ENSG00000197837,HGNC:20510,chr12,2,1.7989,0.00280335,0.00284904,0.00024149,0.00960307
ENSG00000167139,HGNC:28536,chr15,13,19.504,0.00355498,0.00285004,7.10754E-05,0.0116567
