genes,genes_renamed,descriptions,num_populations,is_shared,Central,Eastern,Western
SAMD12,SAMD12,sterile alpha motif domain containing 12,1,No,6.826726123,NA,NA
GLYATL3,GLYATL3,glycine-N-acyltransferase like 3,1,No,6.822844067,NA,NA
ACKR1,ACKR1,atypical chemokine receptor 1,1,No,6.819681287,NA,NA
FCRL3,FCRL3,Fc receptor like 3,1,No,6.81778406,NA,NA
SLC2A13,SLC2A13,solute carrier family 2 member 13,1,No,6.813571518,NA,NA
GRIK3,GRIK3,glutamate ionotropic receptor kainate type subunit 3,1,No,6.80581398,NA,NA
C1H1orf141,C1H1orf141,chromosome 1 C1orf141 homolog,1,No,6.799220345,NA,NA
ANKRD18A,ANKRD18A,ankyrin repeat domain 18A,1,No,6.796580952,NA,NA
HCN1,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,1,No,6.790989483,NA,NA
RAMP3,RAMP3,receptor activity modifying protein 3,1,No,6.774898128,NA,NA
TBC1D5,TBC1D5,TBC1 domain family member 5,1,No,6.769791736,NA,NA
CDH2,CDH2,cadherin 2,1,No,6.769690341,NA,NA
ARSB,ARSB,arylsulfatase B,1,No,6.76687848,NA,NA
LMO7,LMO7,LIM domain 7,1,No,6.765704669,NA,NA
LOC112204135,LOC112204135,lymphotactin;lymphotactin,1,No,6.760935722,NA,NA
COMMD9,COMMD9,COMM domain containing 9,1,No,6.745236917,NA,NA
STK25,STK25,FERM%2C ARH/RhoGEF and pleckstrin domain protein 2;serine/threonine kinase 25,1,No,6.744642712,NA,NA
KIAA0040,KIAA0040,KIAA0040,1,No,6.743478317,NA,NA
ATP2A3,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,1,No,6.742166109,NA,NA
UNC5D,UNC5D,unc-5 netrin receptor D,1,No,6.741174755,NA,NA
ANGPT1,ANGPT1,angiopoietin 1,1,No,6.732839383,NA,NA
LOC466549,LOC466549,olfactory receptor 8K5,1,No,6.731205381,NA,NA
TMEM156,TMEM156,transmembrane protein 156,1,No,6.720805185,NA,NA
IFT74,IFT74,intraflagellar transport 74,1,No,6.720390587,NA,NA
PLPP4,PLPP4,phospholipid phosphatase 4,1,No,6.719247946,NA,NA
ACAT1,ACAT1,acetyl-CoA acetyltransferase 1,1,No,6.718009017,NA,NA
TECTA,TECTA,tectorin alpha,1,No,6.71373854,NA,NA
DUSP14,DUSP14,dual specificity phosphatase 14,1,No,6.71105478,NA,NA
AGL,AGL,amylo-alpha-1%2C 6-glucosidase%2C 4-alpha-glucanotransferase,1,No,6.70922755,NA,NA
LOC129137958,LOC129137958,putative adhesion G protein-coupled receptor E4P,1,No,6.702332009,NA,NA
LOC456336,LOC456336,zinc finger protein 814,1,No,6.702080884,NA,NA
ERG,ERG,ETS transcription factor ERG,1,No,6.696738683,NA,NA
LEPROTL1,LEPROTL1,leptin receptor overlapping transcript like 1,1,No,6.684141585,NA,NA
RFC1,RFC1,replication factor C subunit 1,1,No,6.683141843,NA,NA
ENPP2,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,1,No,6.678872835,NA,NA
CFAP161,CFAP161,cilia and flagella associated protein 161,1,No,6.678313298,NA,NA
AK3,AK3,adenylate kinase 3,1,No,6.668609904,NA,NA
ULK4,ULK4,unc-51 like kinase 4,1,No,6.667080778,NA,NA
MUC4,MUC4,mucin 4%2C cell surface associated,1,No,6.666745455,NA,NA
ZNF454,ZNF454,zinc finger protein 454,1,No,6.65742015,NA,NA
HS3ST3A1,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,1,No,6.656217767,NA,NA
AP3B1,AP3B1,adaptor related protein complex 3 subunit beta 1,1,No,6.653780378,NA,NA
CD3E,CD3E,CD3 epsilon subunit of T-cell receptor complex,1,No,6.650936569,NA,NA
SGPP2,SGPP2,sphingosine-1-phosphate phosphatase 2,1,No,6.650703967,NA,NA
CASS4,CASS4,Cas scaffold protein family member 4,1,No,6.644998328,NA,NA
EIF2B3,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma,1,No,6.641648691,NA,NA
CAMK4,CAMK4,calcium/calmodulin dependent protein kinase IV,1,No,6.63710297,NA,NA
SLC7A1,SLC7A1,solute carrier family 7 member 1,1,No,6.630688517,NA,NA
F13A1,F13A1,coagulation factor XIII A chain,1,No,6.628511112,NA,NA
FAM131B,FAM131B,family with sequence similarity 131 member B,1,No,6.623271883,NA,NA
TP73,TP73,tumor protein p73,1,No,6.621587371,NA,NA
DCLK1,DCLK1,doublecortin like kinase 1,1,No,6.61908583,NA,NA
CARS1,CARS1,cysteinyl-tRNA synthetase 1,1,No,6.611866912,NA,NA
GUCY1B1,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,1,No,6.598740659,NA,NA
OTOP1,OTOP1,otopetrin 1,1,No,6.598258687,NA,NA
TVP23A,TVP23A,trans-golgi network vesicle protein 23 homolog A,1,No,6.595400853,NA,NA
SULF1,SULF1,sulfatase 1,1,No,6.594226385,NA,NA
MEGF6,MEGF6,multiple EGF like domains 6,1,No,6.59018034,NA,NA
UBE2E1,UBE2E1,ubiquitin conjugating enzyme E2 E1,1,No,6.583674993,NA,NA
ARPIN,ARPIN,actin related protein 2/3 complex inhibitor,1,No,6.583657949,NA,NA
TEC,TEC,tec protein tyrosine kinase,1,No,6.579450784,NA,NA
B3GAT1,B3GAT1,beta-1%2C3-glucuronyltransferase 1,1,No,6.577831358,NA,NA
LOC104008051,LOC104008051,small integral membrane protein 11B;small integral membrane protein 34,1,No,6.570184535,NA,NA
SMIM34,SMIM34,small integral membrane protein 11B;small integral membrane protein 34,1,No,6.570184535,NA,NA
ENPEP,ENPEP,glutamyl aminopeptidase,1,No,6.560009238,NA,NA
CSRNP3,CSRNP3,cysteine and serine rich nuclear protein 3;polypeptide N-acetylgalactosaminyltransferase 3,1,No,6.556999736,NA,NA
GALNT3,GALNT3,cysteine and serine rich nuclear protein 3;polypeptide N-acetylgalactosaminyltransferase 3,1,No,6.556999736,NA,NA
LCN15,LCN15,lipocalin 15,1,No,6.556710728,NA,NA
PADI4,PADI4,peptidyl arginine deiminase 4,1,No,6.548523456,NA,NA
GJB5,GJB5,gap junction protein beta 5,1,No,6.54719517,NA,NA
ZNF45,ZNF45,zinc finger protein 45,1,No,6.545226447,NA,NA
LOC455243,LOC455243,polyunsaturated fatty acid (12S)/(13S)-lipoxygenase%2C epidermal-type-like,1,No,6.534760065,NA,NA
SELL,SELL,selectin L,1,No,6.528315601,NA,NA
ARHGEF16,ARHGEF16,Rho guanine nucleotide exchange factor 16,1,No,6.528008887,NA,NA
IL4R,IL4R,interleukin 4 receptor,1,No,6.523087456,NA,NA
ABCB5,ABCB5,ATP binding cassette subfamily B member 5,1,No,6.520980692,NA,NA
PRPF8,PRPF8,pre-mRNA processing factor 8,1,No,6.509866966,NA,NA
PGBD5,PGBD5,piggyBac transposable element derived 5,1,No,6.498073932,NA,NA
RIPPLY2,RIPPLY2,ripply transcriptional repressor 2,1,No,6.495597716,NA,NA
PHACTR2,PHACTR2,phosphatase and actin regulator 2,1,No,6.49317715,NA,NA
OTOR,OTOR,otoraplin,1,No,6.490273182,NA,NA
PIK3C2A,PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha;U6 spliceosomal RNA,1,No,6.489746962,NA,NA
NPHP3,NPHP3,nephrocystin 3,1,No,6.488477355,NA,NA
NCAPG2,NCAPG2,non-SMC condensin II complex subunit G2,1,No,6.480459411,NA,NA
DEFA6,DEFA6,defensin alpha 6,1,No,6.479894345,NA,NA
LYZL4,LYZL4,lysozyme like 4,1,No,6.476939487,NA,NA
RXFP2,RXFP2,relaxin family peptide receptor 2,1,No,6.468861647,NA,NA
XKR6,XKR6,XK related 6,1,No,6.454773279,NA,NA
AKR1C2,AKR1C2,aldo-keto reductase family 1 member C2,1,No,6.454281668,NA,NA
GABRP,GABRP,gamma-aminobutyric acid type A receptor subunit pi,1,No,6.444281751,NA,NA
ANKH,ANKH,ANKH inorganic pyrophosphate transport regulator,1,No,6.442885455,NA,NA
ITPKB,ITPKB,inositol-trisphosphate 3-kinase B,1,No,6.441691011,NA,NA
CLEC4A,CLEC4A,C-type lectin domain family 4 member A,1,No,6.431665275,NA,NA
SLCO2A1,SLCO2A1,solute carrier organic anion transporter family member 2A1,1,No,6.419659517,NA,NA
NDUFAF6,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,1,No,6.416072333,NA,NA
KCNQ5,KCNQ5,potassium voltage-gated channel subfamily Q member 5,1,No,6.415900982,NA,NA
SYT17,SYT17,synaptotagmin 17,1,No,6.413764425,NA,NA
RASA3,RASA3,RAS p21 protein activator 3,1,No,6.412955565,NA,NA
RFX2,RFX2,regulatory factor X2,1,No,6.411255955,NA,NA
LOC129136056,LOC129136056,RAB3 GTPase activating non-catalytic protein subunit 2;oligosaccharyltransferase complex subunit OSTC,1,No,6.410234052,NA,NA
FOXP1,FOXP1,forkhead box P1,1,No,6.409253171,NA,NA
RASEF,RASEF,RAS and EF-hand domain containing,1,No,6.399438029,NA,NA
ZNF267,ZNF267,zinc finger protein 267,1,No,6.395358639,NA,NA
DCHS2,DCHS2,dachsous cadherin-related 2,1,No,6.392982198,NA,NA
TASP1,TASP1,taspase 1,1,No,6.392693661,NA,NA
CFAP77,CFAP77,cilia and flagella associated protein 77,1,No,6.386728754,NA,NA
DYNC2H1,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,1,No,6.378478159,NA,NA
ERC2,ERC2,ELKS/RAB6-interacting/CAST family member 2,1,No,6.371210752,NA,NA
ABCA10,ABCA10,ATP binding cassette subfamily A member 10,1,No,6.367727324,NA,NA
PLXDC2,PLXDC2,plexin domain containing 2,1,No,6.361631555,NA,NA
TPRG1L,TPRG1L,tumor protein p63 regulated 1 like,1,No,6.360609046,NA,NA
MRTFB,MRTFB,myocardin related transcription factor B,1,No,6.351589657,NA,NA
TNR,TNR,tenascin R,1,No,6.350674445,NA,NA
TCAF1,TCAF1,TRPM8 channel associated factor 1,1,No,6.343455758,NA,NA
THNSL2,THNSL2,threonine synthase like 2,1,No,6.336033335,NA,NA
PLOD2,PLOD2,procollagen-lysine%2C2-oxoglutarate 5-dioxygenase 2,1,No,6.329608535,NA,NA
GBP6,GBP6,guanylate binding protein family member 6,1,No,6.319581147,NA,NA
NTNG1,NTNG1,netrin G1,1,No,6.318702805,NA,NA
MAPK10,MAPK10,mitogen-activated protein kinase 10,1,No,6.315218142,NA,NA
TRMT6,TRMT6,tRNA methyltransferase 6 non-catalytic subunit,1,No,6.314885507,NA,NA
SMOC2,SMOC2,SPARC related modular calcium binding 2,1,No,6.313232722,NA,NA
HHIP,HHIP,hedgehog interacting protein,1,No,6.312942157,NA,NA
ZNF875,ZNF875,zinc finger protein 875,1,No,6.311249005,NA,NA
TMEM236,TMEM236,transmembrane protein 236,1,No,6.309067933,NA,NA
LPIN1,LPIN1,lipin 1,1,No,6.308605866,NA,NA
ADAMTS1,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,1,No,6.307819813,NA,NA
TMPRSS2,TMPRSS2,transmembrane serine protease 2,1,No,6.304633276,NA,NA
PLXNC1,PLXNC1,plexin C1,1,No,6.303988056,NA,NA
CA6,CA6,carbonic anhydrase 6,1,No,6.301590048,NA,NA
SLC2A9,SLC2A9,solute carrier family 2 member 9,1,No,6.298508911,NA,NA
CDH23,CDH23,cadherin related 23,1,No,6.295615433,NA,NA
DACH1,DACH1,dachshund family transcription factor 1,1,No,6.294948375,NA,NA
ALG1L,ALG1L,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like,1,No,6.292751764,NA,NA
TPSB2,TPSB2,tryptase beta 2,1,No,6.292249925,NA,NA
ADCY3,ADCY3,adenylate cyclase 3,1,No,6.290973442,NA,NA
ANO9,ANO9,anoctamin 9,1,No,6.2881281,NA,NA
CNN1,CNN1,calponin 1,1,No,6.283595639,NA,NA
NTSR1,NTSR1,neurotensin receptor 1,1,No,6.283396259,NA,NA
KCNT2,KCNT2,potassium sodium-activated channel subfamily T member 2,1,No,6.283337788,NA,NA
PXMP2,PXMP2,peroxisomal membrane protein 2,1,No,6.274527832,NA,NA
CLUH,CLUH,clustered mitochondria homolog,1,No,6.273558095,NA,NA
ABCG1,ABCG1,ATP binding cassette subfamily G member 1,1,No,6.267486091,NA,NA
CPXM2,CPXM2,carboxypeptidase X%2C M14 family member 2,1,No,6.265356623,NA,NA
TMEM61,TMEM61,transmembrane protein 61,1,No,6.264351094,NA,NA
C8H8orf34,C8H8orf34,chromosome 8 C8orf34 homolog,1,No,6.262109098,NA,NA
TMPRSS11E,TMPRSS11E,transmembrane serine protease 11E,1,No,6.260877833,NA,NA
MSR1,MSR1,macrophage scavenger receptor 1,1,No,6.257137396,NA,NA
COX15,COX15,cytochrome c oxidase assembly homolog COX15,1,No,6.256505587,NA,NA
QPCT,QPCT,glutaminyl-peptide cyclotransferase,1,No,6.255880884,NA,NA
NMRK2,NMRK2,nicotinamide riboside kinase 2,1,No,6.252510453,NA,NA
LASP1,LASP1,LIM and SH3 protein 1,1,No,6.25020109,NA,NA
PERM1,PERM1,PPARGC1 and ESRR induced regulator%2C muscle 1,1,No,6.246528819,NA,NA
ADAMTS19,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,1,No,6.245875055,NA,NA
DCC,DCC,DCC netrin 1 receptor,1,No,6.242952684,NA,NA
TANC1,TANC1,tetratricopeptide repeat%2C ankyrin repeat and coiled-coil containing 1,1,No,6.227867614,NA,NA
CREG1,CREG1,cellular repressor of E1A stimulated genes 1,1,No,6.227752507,NA,NA
PRPH2,PRPH2,peripherin 2,1,No,6.222128099,NA,NA
ESYT2,ESYT2,extended synaptotagmin 2,1,No,6.217000343,NA,NA
SGSM2,SGSM2,small G protein signaling modulator 2,1,No,6.213045522,NA,NA
MAVS,MAVS,mitochondrial antiviral signaling protein,1,No,6.19321306,NA,NA
TGFBR3,TGFBR3,transforming growth factor beta receptor 3,1,No,6.190962388,NA,NA
BOP1,BOP1,BOP1 ribosomal biogenesis factor,1,No,6.19082915,NA,NA
HECW1,HECW1,HECT%2C C2 and WW domain containing E3 ubiquitin protein ligase 1,1,No,6.186137004,NA,NA
HNF1B,HNF1B,HNF1 homeobox B,1,No,6.179838005,NA,NA
MEGF9,MEGF9,multiple EGF like domains 9,1,No,6.179534471,NA,NA
ZDHHC14,ZDHHC14,zinc finger DHHC-type palmitoyltransferase 14,1,No,6.176206968,NA,NA
SDHA,SDHA,succinate dehydrogenase complex flavoprotein subunit A,1,No,6.174549312,NA,NA
SUSD4,SUSD4,sushi domain containing 4,1,No,6.167641365,NA,NA
PLG,PLG,plasminogen,1,No,6.16655139,NA,NA
C1H1orf50,C1H1orf50,chromosome 1 C1orf50 homolog,1,No,6.162432232,NA,NA
NOP14,NOP14,NOP14 nucleolar protein,1,No,6.155230519,NA,NA
CES5A,CES5A,carboxylesterase 5A,1,No,6.15165724,NA,NA
MAML2,MAML2,mastermind like transcriptional coactivator 2,1,No,6.149416805,NA,NA
NDUFS6,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,1,No,6.14638133,NA,NA
KCNH5,KCNH5,potassium voltage-gated channel subfamily H member 5,1,No,6.144505853,NA,NA
MINPP1,MINPP1,multiple inositol-polyphosphate phosphatase 1,1,No,6.144354461,NA,NA
POC5,POC5,POC5 centriolar protein,1,No,6.13969295,NA,NA
GRAMD2B,GRAMD2B,GRAM domain containing 2B,1,No,6.136513641,NA,NA
VAV3,VAV3,vav guanine nucleotide exchange factor 3,1,No,6.126667972,NA,NA
CLPTM1L,CLPTM1L,CLPTM1 like,1,No,6.123827046,NA,NA
MYBL2,MYBL2,MYB proto-oncogene like 2,1,No,6.122202492,NA,NA
ALDH1A3,ALDH1A3,aldehyde dehydrogenase 1 family member A3,1,No,6.119813482,NA,NA
LOC129138875,LOC129138875,myomegalin-like,1,No,6.119726965,NA,NA
MAN1A1,MAN1A1,mannosidase alpha class 1A member 1,1,No,6.117630304,NA,NA
CNN2,CNN2,calponin 2,1,No,6.103751317,NA,NA
PLEKHG7,PLEKHG7,pleckstrin homology and RhoGEF domain containing G7,1,No,6.093993458,NA,NA
NOS1AP,NOS1AP,nitric oxide synthase 1 adaptor protein,1,No,6.091011059,NA,NA
FGFR2,FGFR2,fibroblast growth factor receptor 2,1,No,6.088018884,NA,NA
SLFN11,SLFN11,schlafen family member 11;uncharacterized LOC107969188,1,No,6.085412936,NA,NA
GALNTL5,GALNTL5,polypeptide N-acetylgalactosaminyltransferase like 5,1,No,6.084514963,NA,NA
ZNF710,ZNF710,zinc finger protein 710,1,No,6.081857888,NA,NA
TOLLIP,TOLLIP,toll interacting protein,1,No,6.081779257,NA,NA
TCF25,TCF25,transcription factor 25,1,No,6.07815647,NA,NA
GSE1,GSE1,Gse1 coiled-coil protein,1,No,6.071925831,NA,NA
MRPS9,MRPS9,mitochondrial ribosomal protein S9,1,No,6.066750883,NA,NA
SNRPB,SNRPB,small nuclear ribonucleoprotein polypeptides B and B1,1,No,6.062359185,NA,NA
CUBN,CUBN,cubilin,1,No,6.048241948,NA,NA
LOC129143978,LOC129143978,parathymosin-like,1,No,6.047980115,NA,NA
PAK2,PAK2,p21 (RAC1) activated kinase 2,1,No,6.04587744,NA,NA
SYT9,SYT9,synaptotagmin 9,1,No,6.041040453,NA,NA
LOC107971323,LOC107971323,RANBP2-like and GRIP domain-containing protein 1,1,No,6.027288886,NA,NA
ZNF57,ZNF57,zinc finger protein 57,1,No,6.027231027,NA,NA
DCLK2,DCLK2,doublecortin like kinase 2,1,No,6.021196638,NA,NA
ZNF177,ZNF177,zinc finger protein 177,1,No,6.020766099,NA,NA
NPAS3,NPAS3,neuronal PAS domain protein 3,1,No,6.020222155,NA,NA
MAP10,MAP10,microtubule associated protein 10,1,No,6.017948873,NA,NA
PEX2,PEX2,peroxisomal biogenesis factor 2;uncharacterized LOC112204162,1,No,6.017749786,NA,NA
CACNG4,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,1,No,6.01729739,NA,NA
FERMT1,FERMT1,FERM domain containing kindlin 1,1,No,6.011469214,NA,NA
KSR2,KSR2,kinase suppressor of ras 2,1,No,6.009069697,NA,NA
LOC464260,LOC464260,heterogeneous nuclear ribonucleoprotein A1-like,1,No,6.004411116,NA,NA
LOC104001134,ZNF83,zinc finger protein 83;uncharacterized LOC107969563,1,No,6.001652221,NA,NA
