chromosome,start,end,population,avg_tmrca_myr,genes,genes_renamed,gene_biotypes,descriptions
chr19_hap1_hsa17,13231000,13232000,Eastern,10.63212764,CCDC92B,CCDC92B,protein_coding,coiled-coil domain containing 92B
chr7_hap1_hsa8,23861000,23862000,Central,10.63115668,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23861000,23862000,Eastern,10.63115668,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23861000,23862000,Western,10.63115668,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23411000,23412000,Central,10.62988327,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr9_hap1_hsa11,26918000,26919000,Western,10.62937651,GAS2,GAS2,protein_coding,growth arrest specific 2
chr10_hap1_hsa12,64444000,64445000,Eastern,10.62800129,DDX11,DDX11,protein_coding,DEAD/H-box helicase 11
chr11_hap1_hsa9,106826000,106827000,Eastern,10.62756709,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr11_hap1_hsa9,106826000,106827000,Western,10.62756709,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr3_hap1_hsa4,6695000,6696000,Central,10.62621634,PPP2R2C,PPP2R2C,protein_coding,protein phosphatase 2 regulatory subunit Bgamma
chr3_hap1_hsa4,6695000,6696000,Eastern,10.62621634,PPP2R2C,PPP2R2C,protein_coding,protein phosphatase 2 regulatory subunit Bgamma
chr3_hap1_hsa4,6695000,6696000,Western,10.62621634,PPP2R2C,PPP2R2C,protein_coding,protein phosphatase 2 regulatory subunit Bgamma
chr1_hap1_hsa1,3879000,3880000,Central,10.62497418,KIF26B,KIF26B,protein_coding,kinesin family member 26B
chr1_hap1_hsa1,3879000,3880000,Eastern,10.62497418,KIF26B,KIF26B,protein_coding,kinesin family member 26B
chr6_hap1_hsa7,168094000,168095000,Eastern,10.62421356,ACTR3B,ACTR3B,protein_coding,actin related protein 3B
chr8_hap1_hsa10,67177000,67178000,Central,10.62420711,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr8_hap1_hsa10,67177000,67178000,Eastern,10.62420711,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr8_hap1_hsa10,67177000,67178000,Western,10.62420711,PCDH15,PCDH15,protein_coding,protocadherin related 15
chr13_hap1_hsa2b,139718000,139719000,Eastern,10.62403485,MLPH,MLPH,protein_coding,melanophilin
chr5_hap1_hsa6,135122000,135123000,Eastern,10.62359755,TRDN,TRDN,protein_coding,triadin
chr5_hap1_hsa6,135122000,135123000,Western,10.62359755,TRDN,TRDN,protein_coding,triadin
chr9_hap1_hsa11,9484000,9485000,Eastern,10.62319464,HBE1,HBE1,protein_coding,hemoglobin subunit epsilon 1
chr7_hap1_hsa8,144752000,144753000,Eastern,10.62032005,ZFAT,ZFAT,protein_coding,zinc finger and AT-hook domain containing
chr15_hap1_hsa14,56032000,56033000,Eastern,10.6192281,ARMH4,ARMH4,protein_coding,armadillo like helical domain containing 4
chr3_hap1_hsa4,7574000,7575000,Central,10.61802711,SORCS2,SORCS2,protein_coding,sortilin related VPS10 domain containing receptor 2
chr3_hap1_hsa4,7574000,7575000,Eastern,10.61802711,SORCS2,SORCS2,protein_coding,sortilin related VPS10 domain containing receptor 2
chr3_hap1_hsa4,7574000,7575000,Western,10.61802711,SORCS2,SORCS2,protein_coding,sortilin related VPS10 domain containing receptor 2
chr1_hap1_hsa1,216293000,216294000,Central,10.61709645,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr1_hap1_hsa1,216293000,216294000,Eastern,10.61709645,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr1_hap1_hsa1,216293000,216294000,Western,10.61709645,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr11_hap1_hsa9,2155000,2156000,Eastern,10.61680753,CCDC187,CCDC187,protein_coding,coiled-coil domain containing 187
chr10_hap1_hsa12,137449000,137450000,Eastern,10.61607462,RIMBP2,RIMBP2,protein_coding,RIMS binding protein 2
chr8_hap1_hsa10,17692000,17693000,Eastern,10.61515185,AKR1E2,AKR1E2,protein_coding,aldo-keto reductase family 1 member E2
chr7_hap1_hsa8,27540000,27541000,Eastern,10.61021093,PSD3,PSD3,protein_coding,pleckstrin and Sec7 domain containing 3
chr7_hap1_hsa8,27540000,27541000,Western,10.61021093,PSD3,PSD3,protein_coding,pleckstrin and Sec7 domain containing 3
chr16_hap1_hsa15,53071000,53072000,Eastern,10.60972282,RORA,RORA,protein_coding,RAR related orphan receptor A
chr16_hap1_hsa15,53071000,53072000,Western,10.60972282,RORA,RORA,protein_coding,RAR related orphan receptor A
chr11_hap1_hsa9,97272000,97273000,Eastern,10.60814643,ADAMTSL1,ADAMTSL1,protein_coding,ADAMTS like 1
chr11_hap1_hsa9,97272000,97273000,Western,10.60814643,ADAMTSL1,ADAMTSL1,protein_coding,ADAMTS like 1
chr8_hap1_hsa10,19707000,19708000,Eastern,10.60755344,LOC107976907,ERVK-16,protein_coding,endogenous retrovirus group K member 16 Rec protein
chr6_hap1_hsa7,154013000,154014000,Central,10.6060652,SVOPL,SVOPL,protein_coding,SVOP like
chr6_hap1_hsa7,154013000,154014000,Eastern,10.6060652,SVOPL,SVOPL,protein_coding,SVOP like
chr22_hap1_hsa21,45546000,45547000,Eastern,10.60455832,ITGB2,ITGB2,protein_coding,integrin subunit beta 2
chr12_hap1_hsa2a,44870000,44871000,Western,10.60431266,LOC134807808,BCAS1,protein_coding,breast carcinoma-amplified sequence 4-like
chr10_hap1_hsa12,137945000,137946000,Eastern,10.60013041,ADGRD1,ADGRD1,protein_coding,adhesion G protein-coupled receptor D1
chr1_hap1_hsa1,88216000,88217000,Eastern,10.59922758,F11R,F11R,protein_coding,F11 receptor
chr20_hap1_hsa19,54386000,54387000,Western,10.59872325,SIGLEC6,SIGLEC6,protein_coding,sialic acid binding Ig like lectin 6
chr11_hap1_hsa9,104023000,104024000,Eastern,10.59838884,TYRP1,TYRP1,protein_coding,tyrosinase related protein 1
chr11_hap1_hsa9,104023000,104024000,Western,10.59838884,TYRP1,TYRP1,protein_coding,tyrosinase related protein 1
chr5_hap1_hsa6,35681000,35682000,Eastern,10.59742851,LOC134810183,MICB,protein_coding,MHC class I polypeptide-related sequence B-like
chr5_hap1_hsa6,35681000,35682000,Western,10.59742851,LOC134810183,MICB,protein_coding,MHC class I polypeptide-related sequence B-like
chr7_hap1_hsa8,23925000,23926000,Central,10.59654578,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23925000,23926000,Eastern,10.59654578,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr7_hap1_hsa8,23925000,23926000,Western,10.59654578,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr6_hap1_hsa7,84149000,84150000,Eastern,10.59591455,CALN1,CALN1,protein_coding,calneuron 1
chr6_hap1_hsa7,84149000,84150000,Western,10.59591455,CALN1,CALN1,protein_coding,calneuron 1
chr14_hap1_hsa13,42688000,42689000,Eastern,10.5948118,ENOX1,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1
chr14_hap1_hsa13,42688000,42689000,Western,10.5948118,ENOX1,ENOX1,protein_coding,ecto-NOX disulfide-thiol exchanger 1
chr17_hap1_hsa18,82902000,82903000,Central,10.59218243,NETO1,NETO1,protein_coding,neuropilin and tolloid like 1
chr17_hap1_hsa18,82902000,82903000,Eastern,10.59218243,NETO1,NETO1,protein_coding,neuropilin and tolloid like 1
chr22_hap1_hsa21,46847000,46848000,Eastern,10.59143448,SPATC1L,SPATC1L,protein_coding,spermatogenesis and centriole associated 1 like
chr4_hap1_hsa5,176626000,176627000,Central,10.58903202,ADAMTS2,ADAMTS2,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 2
chr4_hap1_hsa5,176626000,176627000,Eastern,10.58903202,ADAMTS2,ADAMTS2,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 2
chr4_hap1_hsa5,176626000,176627000,Western,10.58903202,ADAMTS2,ADAMTS2,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 2
chr5_hap1_hsa6,164308000,164309000,Central,10.58788026,SYNE1,SYNE1,protein_coding,spectrin repeat containing nuclear envelope protein 1
chr5_hap1_hsa6,164308000,164309000,Eastern,10.58788026,SYNE1,SYNE1,protein_coding,spectrin repeat containing nuclear envelope protein 1
chr9_hap1_hsa11,26989000,26990000,Eastern,10.58154134,GAS2,GAS2,protein_coding,growth arrest specific 2
chr9_hap1_hsa11,26989000,26990000,Western,10.58154134,GAS2,GAS2,protein_coding,growth arrest specific 2
chr11_hap1_hsa9,108791000,108792000,Eastern,10.58009408,KDM4C,KDM4C,protein_coding,lysine demethylase 4C
chr11_hap1_hsa9,108791000,108792000,Western,10.58009408,KDM4C,KDM4C,protein_coding,lysine demethylase 4C
chr20_hap1_hsa19,57062000,57063000,Eastern,10.57991889,LILRA6,LILRA6,protein_coding,leukocyte immunoglobulin like receptor A6
chr10_hap1_hsa12,136453000,136454000,Eastern,10.57972634,TMEM132D,TMEM132D,protein_coding,transmembrane protein 132D
chr17_hap1_hsa18,79006000,79007000,Central,10.57457476,CCDC102B,CCDC102B,protein_coding,coiled-coil domain containing 102B
chr17_hap1_hsa18,79006000,79007000,Eastern,10.57457476,CCDC102B,CCDC102B,protein_coding,coiled-coil domain containing 102B
chr3_hap1_hsa4,72790000,72791000,Eastern,10.57161323,IGFBP7,IGFBP7,protein_coding,insulin like growth factor binding protein 7
chr3_hap1_hsa4,72790000,72791000,Western,10.57161323,IGFBP7,IGFBP7,protein_coding,insulin like growth factor binding protein 7
chr16_hap1_hsa15,10908000,10909000,Eastern,10.56731862,LOC112205572,NEK4,protein_coding,serine/threonine-protein kinase Nek4-like
chr13_hap1_hsa2b,24898000,24899000,Central,10.56570153,CNTNAP5,CNTNAP5,protein_coding,contactin associated protein family member 5
chr13_hap1_hsa2b,24898000,24899000,Eastern,10.56570153,CNTNAP5,CNTNAP5,protein_coding,contactin associated protein family member 5
chr13_hap1_hsa2b,24898000,24899000,Western,10.56570153,CNTNAP5,CNTNAP5,protein_coding,contactin associated protein family member 5
chr1_hap1_hsa1,216002000,216003000,Central,10.5648264,TMEM51,TMEM51,protein_coding,transmembrane protein 51
chr1_hap1_hsa1,216002000,216003000,Eastern,10.5648264,TMEM51,TMEM51,protein_coding,transmembrane protein 51
chr9_hap1_hsa11,27124000,27125000,Eastern,10.56463943,GAS2,GAS2,protein_coding,growth arrest specific 2
chr20_hap1_hsa19,55857000,55858000,Western,10.56316233,ERVV-1,ERVV-1,protein_coding,endogenous retrovirus group V%2C member 1
chr11_hap1_hsa9,106824000,106825000,Eastern,10.56295374,PTPRD,PTPRD,protein_coding,protein tyrosine phosphatase receptor type D
chr21_hap1_hsa20,8617000,8618000,Central,10.56047814,PDYN,PDYN,protein_coding,prodynorphin
chr21_hap1_hsa20,8617000,8618000,Eastern,10.56047814,PDYN,PDYN,protein_coding,prodynorphin
chr7_hap1_hsa8,22631000,22632000,Western,10.55917251,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,16501000,16502000,Eastern,10.55853088,PRSS51,PRSS51,protein_coding,serine protease 51
chr7_hap1_hsa8,16501000,16502000,Eastern,10.55853088,PRSS55,PRSS55,protein_coding,serine protease 55
chr7_hap1_hsa8,16501000,16502000,Western,10.55853088,PRSS51,PRSS51,protein_coding,serine protease 51
chr7_hap1_hsa8,16501000,16502000,Western,10.55853088,PRSS55,PRSS55,protein_coding,serine protease 55
chr6_hap1_hsa7,6609000,6610000,Eastern,10.55711933,PRKAR1B,PRKAR1B,protein_coding,protein kinase cAMP-dependent type I regulatory subunit beta
chr23_hap1_hsa22,50550000,50551000,Eastern,10.55699646,TAFA5,TAFA5,protein_coding,TAFA chemokine like family member 5
chr23_hap1_hsa22,50550000,50551000,Western,10.55699646,TAFA5,TAFA5,protein_coding,TAFA chemokine like family member 5
chr6_hap1_hsa7,8962000,8963000,Western,10.55570793,CARD11,CARD11,protein_coding,caspase recruitment domain family member 11
chr7_hap1_hsa8,10711000,10712000,Western,10.55522193,CSMD1,CSMD1,protein_coding,CUB and Sushi multiple domains 1
chr5_hap1_hsa6,88970000,88971000,Eastern,10.55366523,LOC129144293,GVQW1,protein_coding,protein GVQW1-like
chr5_hap1_hsa6,88970000,88971000,Western,10.55366523,LOC129144293,GVQW1,protein_coding,protein GVQW1-like
chr6_hap1_hsa7,8986000,8987000,Eastern,10.54780912,CARD11,CARD11,protein_coding,caspase recruitment domain family member 11
chr10_hap1_hsa12,8325000,8326000,Western,10.54736535,ERC1,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1
chr4_hap1_hsa5,5947000,5948000,Central,10.54712258,ADAMTS16,ADAMTS16,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 16
chr4_hap1_hsa5,5947000,5948000,Eastern,10.54712258,ADAMTS16,ADAMTS16,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 16
chr4_hap1_hsa5,5947000,5948000,Western,10.54712258,ADAMTS16,ADAMTS16,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 16
chr16_hap1_hsa15,10919000,10920000,Eastern,10.54655615,LOC112205572,NEK4,protein_coding,serine/threonine-protein kinase Nek4-like
chr8_hap1_hsa10,122786000,122787000,Eastern,10.54641269,RBM20,RBM20,protein_coding,RNA binding motif protein 20
chr8_hap1_hsa10,122786000,122787000,Western,10.54641269,RBM20,RBM20,protein_coding,RNA binding motif protein 20
chr10_hap1_hsa12,8322000,8323000,Eastern,10.54259327,ERC1,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1
chr10_hap1_hsa12,8322000,8323000,Western,10.54259327,ERC1,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1
chr10_hap1_hsa12,137953000,137954000,Eastern,10.53784631,ADGRD1,ADGRD1,protein_coding,adhesion G protein-coupled receptor D1
chr4_hap1_hsa5,17339000,17340000,Eastern,10.53697112,MYO10,MYO10,protein_coding,myosin X
chr5_hap1_hsa6,160278000,160279000,Eastern,10.53558929,SASH1,SASH1,protein_coding,SAM and SH3 domain containing 1
chr1_hap1_hsa1,216306000,216307000,Eastern,10.53488542,KAZN,KAZN,protein_coding,kazrin%2C periplakin interacting protein
chr20_hap1_hsa19,57404000,57405000,Central,10.53432442,LILRA2,LILRA2,protein_coding,leukocyte immunoglobulin-like receptor%2C subfamily A (with TM domain)%2C member 2
chr20_hap1_hsa19,57404000,57405000,Eastern,10.53432442,LILRA2,LILRA2,protein_coding,leukocyte immunoglobulin-like receptor%2C subfamily A (with TM domain)%2C member 2
chr11_hap1_hsa9,115509000,115510000,Eastern,10.5336488,DOCK8,DOCK8,protein_coding,dedicator of cytokinesis 8
chr11_hap1_hsa9,115509000,115510000,Western,10.5336488,DOCK8,DOCK8,protein_coding,dedicator of cytokinesis 8
chr2_hap1_hsa3,66689000,66690000,Eastern,10.53243685,CADPS,CADPS,protein_coding,calcium dependent secretion activator
chr2_hap1_hsa3,66689000,66690000,Western,10.53243685,CADPS,CADPS,protein_coding,calcium dependent secretion activator
chr4_hap1_hsa5,17554000,17555000,Western,10.5317945,MYO10,MYO10,protein_coding,myosin X
chr1_hap1_hsa1,33091000,33092000,Eastern,10.53177384,USH2A,USH2A,protein_coding,usherin
chr7_hap1_hsa8,22818000,22819000,Central,10.52637513,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22818000,22819000,Eastern,10.52637513,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr17_hap1_hsa18,79921000,79922000,Eastern,10.52559506,CD226,CD226,protein_coding,CD226 molecule
chr13_hap1_hsa2b,115918000,115919000,Eastern,10.52441382,SPAG16,SPAG16,protein_coding,sperm associated antigen 16
chr13_hap1_hsa2b,115918000,115919000,Western,10.52441382,SPAG16,SPAG16,protein_coding,sperm associated antigen 16
chr18_hap1_hsa16,81794000,81795000,Eastern,10.52388873,CDH13,CDH13,protein_coding,cadherin 13
chr10_hap1_hsa12,8326000,8327000,Western,10.52227636,ERC1,ERC1,protein_coding,ELKS/RAB6-interacting/CAST family member 1
chr1_hap1_hsa1,2524000,2525000,Eastern,10.5201075,CNST,CNST,protein_coding,consortin%2C connexin sorting protein
chr1_hap1_hsa1,11752000,11753000,Central,10.51863724,RYR2,RYR2,protein_coding,ryanodine receptor 2
chr1_hap1_hsa1,11752000,11753000,Eastern,10.51863724,RYR2,RYR2,protein_coding,ryanodine receptor 2
chr11_hap1_hsa9,3642000,3643000,Eastern,10.51837538,COL5A1,COL5A1,protein_coding,collagen type V alpha 1 chain
chr8_hap1_hsa10,13446000,13447000,Eastern,10.51719746,DIP2C,DIP2C,protein_coding,disco interacting protein 2 homolog C
chr9_hap1_hsa11,9140000,9141000,Central,10.51553888,MMP26,MMP26,protein_coding,matrix metallopeptidase 26
chr9_hap1_hsa11,9140000,9141000,Eastern,10.51553888,MMP26,MMP26,protein_coding,matrix metallopeptidase 26
chr9_hap1_hsa11,9140000,9141000,Western,10.51553888,MMP26,MMP26,protein_coding,matrix metallopeptidase 26
chr10_hap1_hsa12,74439000,74440000,Central,10.51485088,LOC134807488,SLCO1B7,protein_coding,putative solute carrier organic anion transporter family member 1B7
chr10_hap1_hsa12,74439000,74440000,Eastern,10.51485088,LOC134807488,SLCO1B7,protein_coding,putative solute carrier organic anion transporter family member 1B7
chr7_hap1_hsa8,22923000,22924000,Eastern,10.5130694,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr7_hap1_hsa8,22923000,22924000,Western,10.5130694,SGCZ,SGCZ,protein_coding,sarcoglycan zeta
chr2_hap1_hsa3,4410000,4411000,Central,10.51061116,CHL1,CHL1,protein_coding,cell adhesion molecule L1 like
chr2_hap1_hsa3,4410000,4411000,Eastern,10.51061116,CHL1,CHL1,protein_coding,cell adhesion molecule L1 like
chr2_hap1_hsa3,103753000,103754000,Eastern,10.50427954,LNP1,LNP1,protein_coding,leukemia NUP98 fusion partner 1
chr8_hap1_hsa10,25689000,25690000,Central,10.50368802,CAMK1D,CAMK1D,protein_coding,calcium/calmodulin dependent protein kinase ID
chr8_hap1_hsa10,25689000,25690000,Eastern,10.50368802,CAMK1D,CAMK1D,protein_coding,calcium/calmodulin dependent protein kinase ID
chr9_hap1_hsa11,7787000,7788000,Central,10.50288594,ART1,ART1,protein_coding,ADP-ribosyltransferase 1
chr9_hap1_hsa11,7787000,7788000,Eastern,10.50288594,ART1,ART1,protein_coding,ADP-ribosyltransferase 1
chr9_hap1_hsa11,7787000,7788000,Western,10.50288594,ART1,ART1,protein_coding,ADP-ribosyltransferase 1
chr2_hap1_hsa3,100308000,100309000,Eastern,10.50185049,EPHA6,EPHA6,protein_coding,EPH receptor A6
chr2_hap1_hsa3,100308000,100309000,Western,10.50185049,EPHA6,EPHA6,protein_coding,EPH receptor A6
chr9_hap1_hsa11,30237000,30238000,Eastern,10.50030039,ANO3,ANO3,protein_coding,anoctamin 3
chr7_hap1_hsa8,8145000,8146000,Eastern,10.49893152,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr7_hap1_hsa8,8145000,8146000,Western,10.49893152,DLGAP2,DLGAP2,protein_coding,DLG associated protein 2
chr3_hap1_hsa4,38170000,38171000,Eastern,10.49830027,PGM2,PGM2,protein_coding,phosphoglucomutase 2
chr2_hap1_hsa3,4413000,4414000,Central,10.49219094,CHL1,CHL1,protein_coding,cell adhesion molecule L1 like
chr23_hap1_hsa22,52870000,52871000,Eastern,10.48918432,ACR,ACR,protein_coding,acrosin
chr17_hap1_hsa18,19816000,19817000,Eastern,10.48796187,PIEZO2,PIEZO2,protein_coding,piezo type mechanosensitive ion channel component 2
chr8_hap1_hsa10,142097000,142098000,Eastern,10.48748663,EBF3,EBF3,protein_coding,EBF transcription factor 3
chr16_hap1_hsa15,78164000,78165000,Eastern,10.48676235,AGBL1,AGBL1,protein_coding,AGBL carboxypeptidase 1
chr11_hap1_hsa9,83614000,83615000,Western,10.48443296,ACO1,ACO1,protein_coding,aconitase 1
chr11_hap1_hsa9,97264000,97265000,Eastern,10.48306708,ADAMTSL1,ADAMTSL1,protein_coding,ADAMTS like 1
chr2_hap1_hsa3,199867000,199868000,Central,10.48291941,PIGX,PIGX,protein_coding,phosphatidylinositol glycan anchor biosynthesis class X
chr5_hap1_hsa6,19196000,19197000,Eastern,10.48217511,PHACTR1,PHACTR1,protein_coding,phosphatase and actin regulator 1
chr7_hap1_hsa8,27263000,27264000,Eastern,10.480595,PSD3,PSD3,protein_coding,pleckstrin and Sec7 domain containing 3
chr6_hap1_hsa7,169577000,169578000,Central,10.480003,DPP6,DPP6,protein_coding,dipeptidyl peptidase like 6
chr6_hap1_hsa7,169577000,169578000,Eastern,10.480003,DPP6,DPP6,protein_coding,dipeptidyl peptidase like 6
chr6_hap1_hsa7,169577000,169578000,Western,10.480003,DPP6,DPP6,protein_coding,dipeptidyl peptidase like 6
chr8_hap1_hsa10,26799000,26800000,Eastern,10.47915893,FRMD4A,FRMD4A,protein_coding,FERM domain containing 4A
chr8_hap1_hsa10,26799000,26800000,Western,10.47915893,FRMD4A,FRMD4A,protein_coding,FERM domain containing 4A
chr7_hap1_hsa8,24023000,24024000,Central,10.47503265,TUSC3,TUSC3,protein_coding,tumor suppressor candidate 3
chr13_hap1_hsa2b,15762000,15763000,Central,10.47346894,DPP10,DPP10,protein_coding,dipeptidyl peptidase like 10
chr13_hap1_hsa2b,15762000,15763000,Eastern,10.47346894,DPP10,DPP10,protein_coding,dipeptidyl peptidase like 10
chr13_hap1_hsa2b,15762000,15763000,Western,10.47346894,DPP10,DPP10,protein_coding,dipeptidyl peptidase like 10
chr13_hap1_hsa2b,129938000,129939000,Central,10.47109691,SLC19A3,SLC19A3,protein_coding,solute carrier family 19 member 3
chr13_hap1_hsa2b,129938000,129939000,Eastern,10.47109691,SLC19A3,SLC19A3,protein_coding,solute carrier family 19 member 3
