contig	original_label	corrected_label	gene_start	gene_end	strand	category	transcript	transitions
210021_APR009.hap1	GYPE	GYPE	170577	205413	-	normal	NM_198682.3	GYPE
210021_APR009.hap1	GYPB	GYPB	295099	319288	-	normal	NM_002100.6	GYPB
210021_APR009.hap1	GYPA	GYPA	409211	440614	-	normal	NM_002099.8	GYPA
210022_APR009.hap2	GYPA	GYPA	110951	142337	+	normal	NM_002099.8	GYPA
210022_APR009.hap2	GYPB	GYPB	232258	256448	+	normal	NM_002100.6	GYPB
210022_APR009.hap2	GYPE	GYPE	346143	380983	+	normal	NM_198682.3	GYPE
210023_APR010.hap1	GYPA	GYPA	110921	142324	+	normal	NM_002099.8	GYPA
210023_APR010.hap1	GYPB	GYPB	232248	256438	+	normal	NM_002100.6	GYPB
210023_APR010.hap1	GYPE	GYPE	346104	380940	+	normal	NM_198682.3	GYPE
210024_APR010.hap2	GYPE	GYPE	170575	205415	-	normal	NM_198682.3	GYPE
210024_APR010.hap2	GYPB	GYPB	295095	319286	-	normal	NM_002100.6	GYPB
210024_APR010.hap2	GYPA	GYPA	409214	440600	-	normal	NM_002099.8	GYPA
210025_APR011.hap1	GYPE	GYPE	170577	205413	-	normal	NM_198682.3	GYPE
210025_APR011.hap1	GYPB	GYPB	295077	319268	-	normal	NM_002100.6	GYPB
210025_APR011.hap1	GYPA	GYPA	409191	440594	-	normal	NM_002099.8	GYPA
210026_APR011.hap2	GYPA	GYPA	110952	142363	+	normal	NM_002099.8	GYPA
210026_APR011.hap2	GYPB	GYPB	232278	256467	+	normal	NM_002100.6	GYPB
210026_APR011.hap2	GYPE	GYPE	346131	380882	+	normal	NM_198682.3	GYPE
210027_APR012.hap1	GYPE	GYPE	170750	205418	-	normal	NM_198682.3	GYPE
210027_APR012.hap1	GYPB	GYPB	295072	319258	-	normal	NM_002100.6	GYPB
210027_APR012.hap1	GYPA	GYPA	409172	440575	-	normal	NM_002099.8	GYPA
210028_APR012.hap2	GYPE	GYPE	170747	205416	-	normal	NM_198682.3	GYPE
210028_APR012.hap2	GYPB	GYPB	295063	319250	-	normal	NM_002100.6	GYPB
210028_APR012.hap2	GYPA	GYPA	409161	440566	-	normal	NM_002099.8	GYPA
210029_APR013.hap1	GYPA	GYPA	110915	142309	+	normal	NM_002099.8	GYPA
210029_APR013.hap1	GYPB	GYPB	232208	256395	+	normal	NM_002100.6	GYPB
210029_APR013.hap1	GYPE	GYPE	346042	380712	+	normal	NM_198682.3	GYPE
210030_APR013.hap2	GYPA	GYPA	110921	142325	+	normal	NM_002099.8	GYPA
210030_APR013.hap2	GYPB	GYPB	232227	256414	+	normal	NM_002100.6	GYPB
210030_APR013.hap2	GYPE	GYPE	346097	380848	+	normal	NM_198682.3	GYPE
210031_APR014.hap1	GYPE	GYPE	170570	205416	-	normal	NM_198682.3	GYPE
210031_APR014.hap1	GYPB	GYPB	295093	319283	-	normal	NM_002100.6	GYPB
210031_APR014.hap1	GYPA	GYPA	409202	440603	-	normal	NM_002099.8	GYPA
210032_APR014.hap2	GYPA	GYPA	110973	142359	+	normal	NM_002099.8	GYPA
210032_APR014.hap2	GYPB	GYPB	232283	256473	+	normal	NM_002100.6	GYPB
210032_APR014.hap2	GYPE	GYPE	346151	380991	+	normal	NM_198682.3	GYPE
210033_APR015.hap1	GYPA	GYPA	110958	142350	+	normal	NM_002099.8	GYPA
210033_APR015.hap1	GYPB	GYPB	232256	256443	+	normal	NM_002100.6	GYPB
210033_APR015.hap1	GYPE	GYPE	346087	380755	+	normal	NM_198682.3	GYPE
210034_APR015.hap2	GYPA	GYPA	110938	142340	+	normal	NM_002099.8	GYPA
210034_APR015.hap2	GYPB	GYPB	232260	256447	+	normal	NM_002100.6	GYPB
210034_APR015.hap2	GYPE	GYPE	346124	380874	+	normal	NM_198682.3	GYPE
210035_APR016.hap1	GYPA	GYPA	110971	142357	+	normal	NM_002099.8	GYPA
210035_APR016.hap1	GYPB	GYPB	232265	256451	+	normal	NM_002100.6	GYPB
210035_APR016.hap1	GYPE	GYPE	346102	380773	+	normal	NM_198682.3	GYPE
210036_APR016.hap2	GYPE	GYPE	170759	205429	-	normal	NM_198682.3	GYPE
210036_APR016.hap2	GYPB	GYPB	295080	319267	-	normal	NM_002100.6	GYPB
210036_APR016.hap2	GYPA	GYPA	409173	440574	-	normal	NM_002099.8	GYPA
210037_APR018.hap1	GYPA	GYPA	110922	142325	+	normal	NM_002099.8	GYPA
210037_APR018.hap1	GYPB	GYPB	232228	256415	+	normal	NM_002100.6	GYPB
210037_APR018.hap1	GYPE	GYPE	346064	380734	+	normal	NM_198682.3	GYPE
210038_APR018.hap2	GYPA	GYPA	110923	142326	+	normal	NM_002099.8	GYPA
210038_APR018.hap2	GYPB	GYPB	232250	256439	+	normal	NM_002100.6	GYPB
210038_APR018.hap2	GYPE	GYPE	346130	380970	+	normal	NM_198682.3	GYPE
210039_APR019.hap1	GYPA	GYPA	110922	142325	+	normal	NM_002099.8	GYPA
210039_APR019.hap1	GYPB	GYPB	232237	256426	+	normal	NM_002100.6	GYPB
210039_APR019.hap1	GYPE	GYPE	346076	380746	+	normal	NM_198682.3	GYPE
210040_APR019.hap2	GYPE	GYPE	170752	205422	-	normal	NM_198682.3	GYPE
210040_APR019.hap2	GYPB	GYPB	295071	319259	-	normal	NM_002100.6	GYPB
210040_APR019.hap2	GYPA	GYPA	409175	440578	-	normal	NM_002099.8	GYPA
210041_APR020.hap1	GYPE	GYPE	170566	205317	-	normal	NM_198682.3	GYPE
210041_APR020.hap1	GYPB	GYPB	294983	319172	-	normal	NM_002100.6	GYPB
210041_APR020.hap1	GYPA	GYPA	409090	440501	-	normal	NM_002099.8	GYPA
210042_APR020.hap2	GYPE	GYPE	170737	205407	-	normal	NM_198682.3	GYPE
210042_APR020.hap2	GYPB	GYPB	295056	319245	-	normal	NM_002100.6	GYPB
210042_APR020.hap2	GYPA	GYPA	409145	440548	-	normal	NM_002099.8	GYPA
210043_APR021.hap1	GYPE	GYPE	170575	205326	-	normal	NM_198682.3	GYPE
210043_APR021.hap1	GYPB	GYPB	295000	319189	-	normal	NM_002100.6	GYPB
210043_APR021.hap1	GYPA	GYPA	409105	440491	-	normal	NM_002099.8	GYPA
210044_APR021.hap2	GYPA	GYPA	110922	142326	+	normal	NM_002099.8	GYPA
210044_APR021.hap2	GYPB	GYPB	232243	256431	+	normal	NM_002100.6	GYPB
210044_APR021.hap2	GYPE	GYPE	346096	380847	+	normal	NM_198682.3	GYPE
210045_APR022.hap1	GYPA	GYPA	110951	142338	+	normal	NM_002099.8	GYPA
210045_APR022.hap1	GYPB	GYPB	232264	256452	+	normal	NM_002100.6	GYPB
210045_APR022.hap1	GYPE	GYPE	346131	380987	+	normal	NM_198682.3	GYPE
210046_APR022.hap2	GYPA	GYPA	110920	142323	+	normal	NM_002099.8	GYPA
210046_APR022.hap2	GYPB	GYPB	232223	256411	+	normal	NM_002100.6	GYPB
210046_APR022.hap2	GYPE	GYPE	346056	380726	+	normal	NM_198682.3	GYPE
210047_APR023.hap1	GYPE	GYPE	170558	205308	-	normal	NM_198682.3	GYPE
210047_APR023.hap1	GYPB	GYPB	294975	319163	-	normal	NM_002100.6	GYPB
210047_APR023.hap1	GYPA	GYPA	409072	440482	-	normal	NM_002099.8	GYPA
210048_APR023.hap2	GYPA	GYPA	110931	142340	+	normal	NM_002099.8	GYPA
210048_APR023.hap2	GYPB	GYPB	232264	256451	+	normal	NM_002100.6	GYPB
210048_APR023.hap2	GYPE	GYPE	346120	380915	+	normal	NM_198682.3	GYPE
210049_APR024.hap1	GYPA	GYPA	110949	142335	+	normal	NM_002099.8	GYPA
210049_APR024.hap1	GYPB	GYPB	232241	256429	+	normal	NM_002100.6	GYPB
210049_APR024.hap1	GYPE	GYPE	346096	380847	+	normal	NM_198682.3	GYPE
210050_APR024.hap2	GYPE	GYPE	170742	205412	-	normal	NM_198682.3	GYPE
210050_APR024.hap2	GYPB	GYPB	295059	319247	-	normal	NM_002100.6	GYPB
210050_APR024.hap2	GYPA	GYPA	409134	440532	-	normal	NM_002099.8	GYPA
210051_APR025.hap1	GYPE	GYPE	170569	205319	-	normal	NM_198682.3	GYPE
210051_APR025.hap1	GYPB	GYPB	294997	319185	-	normal	NM_002100.6	GYPB
210051_APR025.hap1	GYPA	GYPA	409106	440509	-	normal	NM_002099.8	GYPA
210052_APR025.hap2	GYPE	GYPE	170564	205306	-	normal	NM_198682.3	GYPE
210052_APR025.hap2	GYPB	GYPB	294985	319173	-	normal	NM_002100.6	GYPB
210052_APR025.hap2	GYPA	GYPA	409094	440498	-	normal	NM_002099.8	GYPA
210053_APR026.hap1	GYPA	GYPA	110971	142357	+	normal	NM_002099.8	GYPA
210053_APR026.hap1	GYPB	GYPB	232275	256462	+	normal	NM_002100.6	GYPB
210053_APR026.hap1	GYPE	GYPE	346134	380885	+	normal	NM_198682.3	GYPE
210054_APR026.hap2	GYPE	GYPE	170705	205375	-	normal	NM_198682.3	GYPE
210054_APR026.hap2	GYPB	GYPB	295032	319221	-	normal	NM_002100.6	GYPB
210054_APR026.hap2	GYPA	GYPA	409116	440514	-	normal	NM_002099.8	GYPA
210055_APR027.hap1	GYPE	GYPE	170719	205389	-	normal	NM_198682.3	GYPE
210055_APR027.hap1	GYPB	GYPB	295028	319216	-	normal	NM_002100.6	GYPB
210055_APR027.hap1	GYPA	GYPA	409115	440518	-	normal	NM_002099.8	GYPA
210056_APR027.hap2	GYPE	GYPE	170635	205389	-	normal	NM_198682.3	GYPE
210056_APR027.hap2	GYPB	GYPB	295061	319248	-	normal	NM_002100.6	GYPB
210056_APR027.hap2	GYPA	GYPA	409168	440577	-	normal	NM_002099.8	GYPA
210057_APR029.hap1	GYPA	GYPA	110965	142356	+	normal	NM_002099.8	GYPA
210057_APR029.hap1	GYPB	GYPB	232268	256459	+	normal	NM_002100.6	GYPB
210057_APR029.hap1	GYPE	GYPE	346148	380990	+	normal	NM_198682.3	GYPE
210058_APR029.hap2	GYPE	GYPE	170571	205413	-	normal	NM_198682.3	GYPE
210058_APR029.hap2	GYPB	GYPB	295102	319293	-	normal	NM_002100.6	GYPB
210058_APR029.hap2	GYPA	GYPA	409205	440596	-	normal	NM_002099.8	GYPA
210059_APR030.hap1	GYPA	GYPA	110948	142339	+	normal	NM_002099.8	GYPA
210059_APR030.hap1	GYPB	GYPB	232253	256443	+	normal	NM_002100.6	GYPB
210059_APR030.hap1	GYPE	GYPE	346130	380976	+	normal	NM_198682.3	GYPE
210060_APR030.hap2	GYPA	GYPA	110953	142339	+	normal	NM_002099.8	GYPA
210060_APR030.hap2	GYPB	GYPB	232253	256443	+	normal	NM_002100.6	GYPB
210060_APR030.hap2	GYPE	GYPE	346122	380961	+	normal	NM_198682.3	GYPE
210061_APR031.hap1	GYPA	GYPA	110921	142324	+	normal	NM_002099.8	GYPA
210061_APR031.hap1	GYPB	GYPB	232254	256438	+	normal	NM_002100.6	GYPB
210061_APR031.hap1	GYPE	GYPE	346117	380963	+	normal	NM_198682.3	GYPE
210062_APR031.hap2	GYPA	GYPA	110973	142372	+	normal	NM_002099.8	GYPA
210062_APR031.hap2	GYPB	GYPB	232284	256471	+	normal	NM_002100.6	GYPB
210062_APR031.hap2	GYPE	GYPE	346155	381002	+	normal	NM_198682.3	GYPE
210063_APR032.hap1	GYPE	GYPE	170559	205406	-	normal	NM_198682.3	GYPE
210063_APR032.hap1	GYPB	GYPB	295095	319286	-	normal	NM_002100.6	GYPB
210063_APR032.hap1	GYPA	GYPA	409199	440586	-	normal	NM_002099.8	GYPA
210064_APR032.hap2	GYPE	GYPE	170568	205410	-	normal	NM_198682.3	GYPE
210064_APR032.hap2	GYPB	GYPB	295096	319287	-	normal	NM_002100.6	GYPB
210064_APR032.hap2	GYPA	GYPA	409195	440586	-	normal	NM_002099.8	GYPA
210065_APR033.hap1	GYPA	GYPA	110923	142321	+	normal	NM_002099.8	GYPA
210065_APR033.hap1	GYPB	GYPB	232247	256438	+	normal	NM_002100.6	GYPB
210065_APR033.hap1	GYPE	GYPE	346121	380967	+	normal	NM_198682.3	GYPE
210066_APR033.hap2	GYPE	GYPE	170707	205377	-	normal	NM_198682.3	GYPE
210066_APR033.hap2	GYPB	GYPB	295025	319214	-	normal	NM_002100.6	GYPB
210066_APR033.hap2	GYPA	GYPA	409108	440506	-	normal	NM_002099.8	GYPA
210067_APR034.hap1	GYPE	GYPE	170722	205392	-	normal	NM_198682.3	GYPE
210067_APR034.hap1	GYPB	GYPB	295038	319225	-	normal	NM_002100.6	GYPB
210067_APR034.hap1	GYPA	GYPA	409126	440529	-	normal	NM_002099.8	GYPA
210068_APR034.hap2	GYPE	GYPE	170568	205404	-	normal	NM_198682.3	GYPE
210068_APR034.hap2	GYPB	GYPB	295073	319263	-	normal	NM_002100.6	GYPB
210068_APR034.hap2	GYPA	GYPA	409176	440579	-	normal	NM_002099.8	GYPA
210069_APR035.hap1	GYPA	GYPA	110933	142319	+	normal	NM_002099.8	GYPA
210069_APR035.hap1	GYPB	GYPB	232235	256423	+	normal	NM_002100.6	GYPB
210069_APR035.hap1	GYPE	GYPE	346091	380761	+	normal	NM_198682.3	GYPE
210070_APR035.hap2	GYPE	GYPE	170569	205447	-	normal	NM_198682.3	GYPE
210070_APR035.hap2	GYPB	GYPB	295102	319290	-	normal	NM_002100.6	GYPB
210070_APR035.hap2	GYPA	GYPA	409228	440629	-	normal	NM_002099.8	GYPA
210071_APR036.hap1	GYPA	GYPA	110923	142309	+	normal	NM_002099.8	GYPA
210071_APR036.hap1	GYPB	GYPB	232217	256405	+	normal	NM_002100.6	GYPB
210071_APR036.hap1	GYPE	GYPE	346085	380836	+	normal	NM_198682.3	GYPE
210072_APR036.hap2	GYPE	GYPE	170587	205338	-	normal	NM_198682.3	GYPE
210072_APR036.hap2	GYPB	GYPB	295018	319204	-	normal	NM_002100.6	GYPB
210072_APR036.hap2	GYPA	GYPA	409115	440519	-	normal	NM_002099.8	GYPA
210073_APR037.hap1	GYPE	GYPE	170738	205408	-	normal	NM_198682.3	GYPE
210073_APR037.hap1	GYPB	GYPB	295036	319224	-	normal	NM_002100.6	GYPB
210073_APR037.hap1	GYPA	GYPA	409118	440517	-	normal	NM_002099.8	GYPA
210074_APR037.hap2	GYPA	GYPA	110962	142365	+	normal	NM_002099.8	GYPA
210074_APR037.hap2	GYPB	GYPB	232265	256452	+	normal	NM_002100.6	GYPB
210074_APR037.hap2	GYPE	GYPE	346104	380774	+	normal	NM_198682.3	GYPE
210075_APR038.hap1	GYPE	GYPE	170544	205390	-	normal	NM_198682.3	GYPE
210075_APR038.hap1	GYPB	GYPB	295078	319265	-	normal	NM_002100.6	GYPB
210075_APR038.hap1	GYPA	GYPA	409511	440916	-	normal	NM_002099.8	GYPA
210076_APR038.hap2	GYPE	GYPE	170725	205514	-	gene_conversion	NM_198682.3	GYPE:188416-205514:1.00:0.33,GYPA:185597-188415:1.00:0.03,GYPE:175357-185596:1.00:0.06,GYPB:175047-175356:1.00:0.04,GYPE:170725-175046:1.00:0.52
210076_APR038.hap2	GYPB	GYPE	295220	326540	-	gene_conversion	NM_002100.6	GYPE:309399-326540:0.99:0.32,GYPA:306580-309398:1.00:0.03,GYPE:296340-306579:1.00:0.06,GYPB:296030-296339:1.00:0.04,GYPE:295220-296029:1.00:0.03
210076_APR038.hap2	GYPA	GYPA	365135	394513	-	fusion	XM_017008135.3_1	GYPB:373805-394513:1.00:0.07,GYPA:365135-373804:1.00:0.50
210076_APR038.hap2	GYPA	GYPA	484408	515809	-	normal	NM_002099.8	GYPA
210077_APR039.hap1	GYPA	GYPA	110957	142368	+	normal	NM_002099.8	GYPA
210077_APR039.hap1	GYPB	GYPB	232268	256455	+	normal	NM_002100.6	GYPB
210077_APR039.hap1	GYPE	GYPE	346109	380778	+	normal	NM_198682.3	GYPE
210078_APR039.hap2	GYPE	GYPE	170563	205403	-	normal	NM_198682.3	GYPE
210078_APR039.hap2	GYPB	GYPB	295078	319268	-	normal	NM_002100.6	GYPB
210078_APR039.hap2	GYPA	GYPA	409210	440596	-	normal	NM_002099.8	GYPA
210079_APR040.hap1	GYPE	GYPE	170556	205402	-	normal	NM_198682.3	GYPE
210079_APR040.hap1	GYPB	GYPB	295094	319284	-	normal	NM_002100.6	GYPB
210079_APR040.hap1	GYPA	GYPA	409202	440588	-	normal	NM_002099.8	GYPA
210080_APR040.hap2	GYPE	GYPE	170577	205328	-	normal	NM_198682.3	GYPE
210080_APR040.hap2	GYPB	GYPB	294992	319178	-	normal	NM_002100.6	GYPB
210080_APR040.hap2	GYPA	GYPA	409094	440498	-	normal	NM_002099.8	GYPA
210081_APR041.hap1	GYPA	GYPA	110951	142337	+	normal	NM_002099.8	GYPA
210081_APR041.hap1	GYPB	GYPB	232234	256422	+	normal	NM_002100.6	GYPB
210081_APR041.hap1	GYPE	GYPE	346068	380737	+	normal	NM_198682.3	GYPE
210082_APR041.hap2	GYPA	GYPA	110918	142321	+	normal	NM_002099.8	GYPA
210082_APR041.hap2	GYPB	GYPB	232221	256408	+	normal	NM_002100.6	GYPB
210082_APR041.hap2	GYPE	GYPE	346014	380683	+	normal	NM_198682.3	GYPE
210083_APR042.hap1	GYPE	GYPE	170569	205415	-	normal	NM_198682.3	GYPE
210083_APR042.hap1	GYPB	GYPB	295104	319291	-	normal	NM_002100.6	GYPB
210083_APR042.hap1	GYPA	GYPA	409215	440617	-	normal	NM_002099.8	GYPA
210084_APR042.hap2	GYPA	GYPA	110921	142323	+	normal	NM_002099.8	GYPA
210084_APR042.hap2	GYPB	GYPB	232255	256443	+	normal	NM_002100.6	GYPB
210084_APR042.hap2	GYPE	GYPE	346123	380873	+	normal	NM_198682.3	GYPE
210085_APR043.hap1	GYPA	GYPA	110921	142320	+	normal	NM_002099.8	GYPA
210085_APR043.hap1	GYPB	GYPB	232232	256420	+	normal	NM_002100.6	GYPB
210085_APR043.hap1	GYPE	GYPE	346074	380744	+	normal	NM_198682.3	GYPE
210086_APR043.hap2	GYPA	GYPA	110928	142337	+	normal	NM_002099.8	GYPA
210086_APR043.hap2	GYPB	GYPB	232265	256453	+	normal	NM_002100.6	GYPB
210086_APR043.hap2	GYPE	GYPE	346128	380881	+	normal	NM_198682.3	GYPE
210087_APR044.hap1	GYPA	GYPA	110954	142365	+	normal	NM_002099.8	GYPA
210087_APR044.hap1	GYPB	GYPB	232322	256514	+	normal	NM_002100.6	GYPB
210087_APR044.hap1	GYPE	GYPE	346159	380852	+	gene_conversion	NM_198682.3	GYPE:346159-363260:0.99:0.32,GYPA:363261-366079:1.00:0.03,GYPE:366080-380852:1.00:0.21
210088_APR044.hap2	GYPA	GYPA	110915	142318	+	normal	NM_002099.8	GYPA
210088_APR044.hap2	GYPB	GYPB	232221	256408	+	normal	NM_002100.6	GYPB
210088_APR044.hap2	GYPE	GYPE	346076	380745	+	normal	NM_198682.3	GYPE
210089_APR045.hap1	GYPE	GYPE	170573	205324	-	normal	NM_198682.3	GYPE
210089_APR045.hap1	GYPB	GYPB	295000	319185	-	normal	NM_002100.6	GYPB
210089_APR045.hap1	GYPA	GYPA	409095	440481	-	normal	NM_002099.8	GYPA
210090_APR045.hap2	GYPE	GYPE	170561	205477	-	normal	NM_198682.3	GYPE
210090_APR045.hap2	GYPB	GYPB	295162	319357	-	normal	NM_002100.6	GYPB
210090_APR045.hap2	GYPA	GYPA	409271	440674	-	normal	NM_002099.8	GYPA
210091_APR046.hap1	GYPA	GYPA	110950	142337	+	normal	NM_002099.8	GYPA
210091_APR046.hap1	GYPB	GYPB	232243	256431	+	normal	NM_002100.6	GYPB
210091_APR046.hap1	GYPE	GYPE	346073	380824	+	normal	NM_198682.3	GYPE
210092_APR046.hap2	GYPE	GYPE	170720	205389	-	normal	NM_198682.3	GYPE
210092_APR046.hap2	GYPB	GYPB	295048	319235	-	normal	NM_002100.6	GYPB
210092_APR046.hap2	GYPA	GYPA	409144	440547	-	normal	NM_002099.8	GYPA
210093_APR047.hap1	GYPA	GYPA	110918	142316	+	normal	NM_002099.8	GYPA
210093_APR047.hap1	GYPB	GYPB	232221	256406	+	normal	NM_002100.6	GYPB
210093_APR047.hap1	GYPE	GYPE	346053	380723	+	normal	NM_198682.3	GYPE
210094_APR047.hap2	GYPA	GYPA	110961	142363	+	normal	NM_002099.8	GYPA
210094_APR047.hap2	GYPB	GYPB	232281	256470	+	normal	NM_002100.6	GYPB
210094_APR047.hap2	GYPE	GYPE	346149	380995	+	normal	NM_198682.3	GYPE
210095_APR048.hap1	GYPE	GYPE	170719	205388	-	normal	NM_198682.3	GYPE
210095_APR048.hap1	GYPB	GYPB	295032	319220	-	normal	NM_002100.6	GYPB
210095_APR048.hap1	GYPA	GYPA	409100	440503	-	normal	NM_002099.8	GYPA
210096_APR048.hap2	GYPE	GYPE	170575	205325	-	normal	NM_198682.3	GYPE
210096_APR048.hap2	GYPB	GYPB	295006	319193	-	normal	NM_002100.6	GYPB
210096_APR048.hap2	GYPA	GYPA	409105	440509	-	normal	NM_002099.8	GYPA
210097_APR049.hap1	GYPE	GYPE	170704	205374	-	normal	NM_198682.3	GYPE
210097_APR049.hap1	GYPB	GYPB	295028	319215	-	normal	NM_002100.6	GYPB
210097_APR049.hap1	GYPA	GYPA	409101	440504	-	normal	NM_002099.8	GYPA
210098_APR049.hap2	GYPE	GYPE	170707	205376	-	normal	NM_198682.3	GYPE
210098_APR049.hap2	GYPB	GYPB	295033	319220	-	normal	NM_002100.6	GYPB
210098_APR049.hap2	GYPA	GYPA	409133	440518	-	normal	NM_002099.8	GYPA
210099_APR050.hap1	GYPA	GYPA	110938	142341	+	normal	NM_002099.8	GYPA
210099_APR050.hap1	GYPB	GYPB	232241	256428	+	normal	NM_002100.6	GYPB
210099_APR050.hap1	GYPE	GYPE	346079	380747	+	normal	NM_198682.3	GYPE
210100_APR050.hap2	GYPE	GYPE	170554	205356	-	gene_conversion	NM_198682.3	GYPE:188259-205356:1.00:0.33,GYPA:185441-188258:1.00:0.03,GYPE:170554-185440:1.00:0.21
210100_APR050.hap2	GYPB	GYPB	295059	319246	-	normal	NM_002100.6	GYPB
210100_APR050.hap2	GYPA	GYPA	409165	440579	-	normal	NM_002099.8	GYPA
210101_APR051.hap1	GYPE	GYPE	170721	205391	-	normal	NM_198682.3	GYPE
210101_APR051.hap1	GYPB	GYPB	295029	319215	-	normal	NM_002100.6	GYPB
210101_APR051.hap1	GYPA	GYPA	409109	440512	-	normal	NM_002099.8	GYPA
210102_APR051.hap2	GYPA	GYPA	110952	142353	+	normal	NM_002099.8	GYPA
210102_APR051.hap2	GYPB	GYPB	232266	256456	+	normal	NM_002100.6	GYPB
210102_APR051.hap2	GYPE	GYPE	346134	381011	+	normal	NM_198682.3	GYPE
210103_APR052.hap1	GYPA	GYPA	110949	142334	+	normal	NM_002099.8	GYPA
210103_APR052.hap1	GYPB	GYPB	232243	256431	+	normal	NM_002100.6	GYPB
210103_APR052.hap1	GYPE	GYPE	346100	380850	+	normal	NM_198682.3	GYPE
210104_APR052.hap2	GYPA	GYPA	110977	142376	+	normal	NM_002099.8	GYPA
210104_APR052.hap2	GYPB	GYPB	232344	256531	+	normal	NM_002100.6	GYPB
210104_APR052.hap2	GYPE	GYPE	346168	380861	+	gene_conversion	NM_198682.3	GYPE:346168-363268:0.99:0.32,GYPA:363269-366087:1.00:0.03,GYPE:366088-380861:1.00:0.21
HG02554.1.chr	GYPE	GYPE	170722	205513	-	gene_conversion	NM_198682.3	GYPE:188413-205513:1.00:0.33,GYPA:185594-188412:1.00:0.03,GYPE:175354-185593:1.00:0.06,GYPB:175044-175353:1.00:0.04,GYPE:170722-175043:1.00:0.52
HG02554.1.chr	GYPB	GYPE	295222	326542	-	gene_conversion	NM_002100.6	GYPE:309401-326542:0.99:0.32,GYPA:306582-309400:1.00:0.03,GYPE:296342-306581:1.00:0.06,GYPB:296032-296341:1.00:0.04,GYPE:295222-296031:1.00:0.03
HG02554.1.chr	GYPA	GYPA	365137	394515	-	fusion	XM_017008135.3_2	GYPB:373807-394515:1.00:0.07,GYPA:365137-373806:1.00:0.50
HG02554.1.chr	GYPB	GYPE	483220	514540	-	gene_conversion	XM_011531904.4_1	GYPE:497399-514540:0.99:0.32,GYPA:494580-497398:1.00:0.03,GYPE:484340-494579:1.00:0.06,GYPB:484030-484339:1.00:0.04,GYPE:483220-484029:1.00:0.03
HG02554.1.chr	GYPA	GYPA	553135	582513	-	fusion	XM_017008135.3_3	GYPB:561805-582513:1.00:0.07,GYPA:553135-561804:1.00:0.50
HG02554.1.chr	GYPA	GYPA	672413	701791	-	fusion	XM_017008135.3_1	GYPB:681083-701791:1.00:0.07,GYPA:672413-681082:1.00:0.50
HG02554.1.chr	GYPA	GYPA	791691	823091	-	normal	NM_002099.8	GYPA
HG02554.2.chr	GYPE	GYPE	170594	205440	-	normal	NM_198682.3	GYPE
HG02554.2.chr	GYPB	GYPB	295117	319302	-	normal	NM_002100.6	GYPB
HG02554.2.chr	GYPA	GYPA	409214	440600	-	normal	NM_002099.8	GYPA
